comment_id,brand,comment_text,like_count,create_time,platform,user_name,text_length,clean_text,tokenized_text,sentiment_label,sentiment_score,source
1513395938475040516,highlands,gòi gòi cái công cuộc này coi bộ khó à nghen,0,2026-05-04 19:01:52,Facebook,Võ Việt Nhân,44,gòi gòi cái công cuộc này coi bộ khó à nghen,gòi gòi cái công_cuộc này coi_bộ khó à nghen,Neutral,1.0,manual
4196805721602952339,highlands,thiệc sự là quéo càng vs cái ly đẹp này,0,2026-05-07 05:01:52,Facebook,Còn Gì Không,39,thiệc sự là quéo càng với cái ly đẹp này,thiệc sự là quéo càng với cái ly đẹp này,Positive,1.0,manual
5330733548057905809,highlands,Trộm thì pai hết chứ,0,2026-04-07 10:54:30,Facebook,Ly Nguyen,20,trộm thì pai hết chứ,trộm thì pai hết chứ,Neutral,1.0,manual
-6779270452487743130,highlands,K biet khi nao Trộm luon Tra sưa dùm tui đi chời😂,0,2026-04-04 17:54:30,Facebook,Nguyễn VyOanh,49,không biet khi nao trộm luon tra sưa dùm tui đi chời,không biet khi nao trộm luon_tra sưa dùm tui đi chời,Neutral,1.0,manual
4039025441620019873,highlands,Tin mừng hả 😌🥰,0,2026-04-08 03:54:30,Facebook,Thúy Phùng,14,tin mừng hả,tin mừng hả,Neutral,1.0,manual
8547664430578449779,highlands,Trộm luôn đi dc k ạ🌚,0,2026-04-05 01:54:30,Facebook,Việt Hằng,20,trộm luôn đi được không ạ,trộm luôn đi được không ạ,Neutral,1.0,manual
7641633690278786773,highlands,Trộm luôn đi ad 🤣🤣🤣🤣🤣,0,2026-04-06 18:54:30,Facebook,Ngân Phan,21,trộm luôn đi ad,trộm luôn đi ad,Neutral,1.0,manual
-8416166668549064560,highlands,Đổi điểm như lừa ý🤣,0,2026-04-07 00:00:37,Facebook,Phan Viet,19,đổi điểm như lừa ý,đổi điểm như lừa_ý,Neutral,1.0,manual
3115660407490584726,highlands,Quách Hữu Vinh thử đi e,0,2026-04-13 16:00:14,Facebook,Trần Hữu Di,23,quách hữu vinh thử đi e,quách hữu_vinh thử đi e,Neutral,1.0,manual
-6102563739588213483,highlands,Quảng Ngãi có chưa vậy mọi người,0,2026-04-28 15:00:15,Facebook,Quan Nhung,32,quảng ngãi có chưa vậy mọi người,quảng_ngãi có chưa vậy mọi người,Neutral,1.0,manual
2906561478274205290,highlands,áp dụng tại Thanh hóa k ạ,0,2026-04-28 12:00:15,Facebook,Huế Hoàng,25,áp dụng tại thanh hóa không ạ,áp_dụng tại thanh_hóa không ạ,Neutral,1.0,manual
-3798736754432835476,highlands,Áp dụng toàn quốc hum ạ,0,2026-04-25 11:00:15,Facebook,Jin Yi Kim Seo,23,áp dụng toàn quốc hum ạ,áp_dụng toàn_quốc hum ạ,Neutral,1.0,manual
5193326425324608561,katinat,Va Na Zi cảm ơn b,0,2026-04-07 13:00:04,Facebook,Trang Prim,17,va na zi cảm ơn b,va na_zi cảm_ơn b,Neutral,1.0,manual
5740886624321547062,katinat,Thể hiện lòng yêu nước e ơi Minh Ngọc,0,2026-04-26 22:06:07,Facebook,Ngọc Mai,37,thể hiện lòng yêu nước e ơi minh ngọc,thể_hiện lòng yêu nước e ơi_minh ngọc,Neutral,1.0,manual
-8314996637512804556,katinat,Đã thử ngon lắm á,0,2026-04-12 23:05:57,Facebook,Hoàng Yến,17,đã thử ngon lắm á,đã thử ngon lắm á,Positive,1.0,manual
-7067872621182781208,katinat,Đừng matcha là đc Ngọc Thạch,0,2026-04-14 00:04:39,Facebook,Trâm Huỳnh,28,đừng matcha là được ngọc thạch,đừng matcha là được ngọc_thạch,Neutral,1.0,manual
5813745427991841704,katinat,Mang ngay coco matcha đến đây,0,2026-04-13 02:04:39,Facebook,Trang Prim,29,mang ngay coco matcha đến đây,mang ngay coco matcha đến đây,Neutral,1.0,manual
-122863173081744468,katinat,Ngọc Sâm idol xinh gái quá 👏💗,0,2026-04-21 02:36:47,Facebook,Mỹ Hạ,29,ngọc sâm idol xinh gái quá,ngọc sâm idol xinh_gái quá,Positive,1.0,manual
6000760290188709387,phuc_long,Ngô Thuỷ tối ni uống không nè,0,2026-03-17 17:01:19,Facebook,Bich Phan,29,ngô thuỷ tối ni uống không nè,ngô thủy_tối ni uống không nè,Neutral,1.0,manual
-2105808303358934960,phuc_long,Nam Mô A Di Đà Phật,0,2026-05-06 20:05:08,Facebook,Thihaihoa Tran,19,nam mô a di đà phật,nam mô_a di_đà phật,Neutral,1.0,manual
-7061184113721249510,phuc_long,Nay có thêm bánh mới nè,0,2026-03-09 06:37:28,Facebook,Tuệ Tâm,23,nay có thêm bánh mới nè,nay có thêm bánh mới nè,Neutral,1.0,manual
4944852313836407705,phuc_long,Cafe phuc long ngon ạ,0,2026-03-27 13:00:39,Facebook,Mâm Quả Quyên Lê,21,cafe phuc long ngon ạ,cafe phuc long ngon ạ,Positive,1.0,manual
-4087261710718704846,highlands,Coa ship k ạ,0,2026-04-26 19:00:48,Facebook,Thái Thanh,12,coa ship không ạ,coa ship không ạ,Neutral,1.0,manual
6598530834084211672,highlands,Có ship k ạ,0,2026-04-27 18:00:48,Facebook,Nhunn Nail,11,có ship không ạ,có ship không ạ,Neutral,1.0,manual
5109982836632854902,highlands,Thạch Ngoc Anh XINH IU QUÁ,0,2026-05-06 22:00:26,Facebook,Lê Ngọc Ánh,26,thạch ngoc anh xinh iu quá,thạch ngoc anh xinh_iu quá,Positive,1.0,manual
8643582776116692151,highlands,Nên Hải Hoàng ♥️♥️♥️♥️♥️ Hoàng Hải,0,2026-04-28 14:02:37,Facebook,Nên Hải Hoàng,34,nên hải hoàng hoàng hải,nên hải_hoàng_hoàng hải,Neutral,1.0,manual
2766570292909900647,highlands,Sạch sẻ táo kg uống dc táo nha bà cá,0,2026-05-09 14:39:21,Facebook,Thu Ngô,36,sạch sẻ táo không uống được táo nha bà cá,sạch_sẻ táo không uống được táo_nha bà cá,Neutral,1.0,manual
957661895436748234,highlands,Mùi rất thơm và cuốn,0,2026-05-08 05:39:21,Facebook,Trần Minh,20,mùi rất thơm và cuốn,mùi rất thơm và cuốn,Positive,1.0,manual
-2616802436193664094,highlands,Come back rồi hả,0,2026-05-10 01:39:21,Facebook,B.Ngọc Huyền,16,come back rồi hả,come back rồi hả,Neutral,1.0,manual
e79e9ee1580f3b908447,phuc_long,Phuc Long Coffee & TeaTài khoản đã xác minh,0,2026-04-28 06:14:02,Facebook,,43,phuc long coffee teatài khoản đã xác minh,phuc long coffee teatài_khoản đã xác_minh,Neutral,1.0,manual
b51a400e50b3cbd7d198,phuc_long,Giới thiệu về mối quan hệ hợp tác này:,0,2026-04-18 04:00:38,Facebook,,38,giới thiệu về mối quan hệ hợp tác này,giới_thiệu về mối quan_hệ hợp_tác này,Neutral,1.0,manual
07e3918c2426fa6a9454,phuc_long,"Mách nhỏ là các ""Mỹ Nhân"" có thể xem bài viết trước đó của Phúc Long để có thêm gợi ý nhá",0,2026-04-18 04:00:38,Facebook,,89,mách nhỏ là các mỹ nhân có thể xem bài viết trước đó của phúc_long để có thêm gợi ý nhá,mách nhỏ là các mỹ_nhân có_thể xem bài viết trước đó của phúc_long để có thêm gợi_ý nhá,Neutral,1.0,manual
592775935749ec85dce3,phuc_long,Đáp án: ĐÀO.,0,2026-04-18 04:00:38,Facebook,,12,đáp án đào,đáp_án đào,Neutral,1.0,manual
56a38a0f470c8ba99354,phuc_long,Đáp án: ĐÀO,0,2026-04-18 04:00:38,Facebook,,11,đáp án đào,đáp_án đào,Neutral,1.0,manual
e8e9095d22775b614753,phuc_long,Thông tin chi tiết chương trình & DS cửa hàng có hàng sớm (dự kiến):https://phuclong.com.vn/.../ly-doi-mau---moi-ly-mot-mood...,0,2026-03-06 03:28:00,Facebook,,127,thông tin chi tiết chương trình ds cửa hàng có hàng sớm dự kiến,thông_tin chi_tiết chương_trình ds cửa_hàng có hàng sớm dự_kiến,Neutral,1.0,manual
97a3a4eddfc54d3ee396,phuc_long,Lê Quốc ToànQuá xinh yêuPhuc Long Coffee & Tea,0,2026-03-06 03:28:00,Facebook,,46,lê quốc toànquá xinh yêuphuc long coffee tea,lê_quốc_toànquá xinh_yêuphuc long coffee tea,Positive,1.0,manual
c10ad1f5681c6b86283a,phuc_long,Hà Lâm Trúc Anhphải nghỉ việc,0,2026-04-08 12:28:32,Facebook,,29,hà lâm trúc anhphải nghỉ việc,hà lâm_trúc anhphải nghỉ_việc,Neutral,1.0,manual
18861609ab34fd1dd264,phuc_long,Phuc Long Coffee & TeaQuán cà phêĐặt hàng ngay,0,2026-03-31 13:02:03,Facebook,,46,phuc long coffee teaquán cà phêđặt hàng ngay,phuc long coffee teaquán cà_phêđặt hàng ngay,Neutral,1.0,manual
53176f5c10e4491173ab,phuc_long,Lê Hải YếnHà Bùi quất đê chế,0,2026-03-31 13:02:03,Facebook,,28,lê hải yếnhà bùi quất đê chế,lê hải_yếnhà bùi_quất đê_chế,Neutral,1.0,manual
794ea4c496fe8c51f166,phuc_long,Phải thử thôi,0,2026-03-01 11:00:50,Facebook,,13,phải thử thôi,phải thử thôi,Neutral,1.0,manual
6eac6f53ccf3b840e2cb,phuc_long,Thu HàCnay có áp dụng mua trực tiếp k ạ,0,2026-04-21 01:59:00,Facebook,,39,thu hàcnay có áp dụng mua trực tiếp không ạ,thu hàcnay có áp_dụng mua trực_tiếp không ạ,Neutral,1.0,manual
1366260a06cc153af4e1,phuc_long,QUÀ ĐẬM VỊ - TRỌN YÊU THƯƠNG,0,2026-04-11 02:58:59,Facebook,,28,quà đậm vị trọn yêu thương,quà đậm_vị trọn yêu_thương,Neutral,1.0,manual
c0784026b1c018fcb9ff,phuc_long,Quá tuyệt vời,0,2026-04-11 02:58:59,Facebook,,13,quá tuyệt vời,quá tuyệt_vời,Positive,1.0,manual
1ce905ac17a82bf526c7,phuc_long,Hẹn hò cùng nắng ấm và Phúc Long,0,2026-03-05 01:56:51,Facebook,,32,hẹn hò cùng nắng ấm và phúc_long,hẹn_hò cùng nắng ấm và phúc_long,Neutral,1.0,manual
288062d653021dcc0090,phuc_long,ĐẶNG MINH NHỰT,0,2026-04-26 06:00:23,Facebook,,14,đặng minh nhựt,đặng_minh_nhựt,Neutral,1.0,manual
ce7538e98b1b65e5d41a,phuc_long,An ChiUống thơm ngon đỉnh,0,2026-03-17 03:51:23,Facebook,,25,an chiuống thơm ngon đỉnh,an chiuống thơm ngon đỉnh,Positive,1.0,manual
59c45ffb9e9bb6fd980c,phuc_long,(*)ĐIỀU KIỆN ÁP DỤNG,0,2026-04-23 10:56:15,Facebook,,20,điều kiện áp dụng,điều_kiện áp_dụng,Neutral,1.0,manual
15881721f215c93df726,phuc_long,Các Tâm Giao nào muốn đi biển giơ tay lên nà,0,2026-04-23 10:56:15,Facebook,,44,các tâm giao nào muốn đi biển giơ tay lên nà,các tâm_giao nào muốn đi biển giơ tay lên nà,Neutral,1.0,manual
f14e8e71003d4c59422e,phuc_long,Trinh LêTrúng đc cả câu thơ,0,2026-05-08 12:00:45,Facebook,,27,trinh lêtrúng được cả câu thơ,trinh_lêtrúng được cả câu_thơ,Neutral,1.0,manual
e787f4491a1213c78a82,phuc_long,Trúng đc cả câu thơ,0,2026-05-08 12:00:45,Facebook,,19,trúng được cả câu thơ,trúng được cả câu_thơ,Neutral,1.0,manual
d406fe91cce851207fb0,phuc_long,Phe cái nhoaa,0,2026-05-08 12:00:45,Facebook,,13,phe cái nhoaa,phe cái nhoaa,Neutral,1.0,manual
35a73bbb0da2401d0c9f,phuc_long,Ai là mỹ nhân đưa tay đây nào,0,2026-04-22 10:35:50,Facebook,,29,ai là mỹ nhân đưa tay đây nào,ai là mỹ_nhân đưa tay đây nào,Neutral,1.0,manual
a20903e9847be427907e,phuc_long,Phúc Long hoà mình cùng Giỗ Tổ Hùng Vương,0,2026-04-22 10:35:50,Facebook,,41,phúc_long hoà mình cùng giỗ tổ hùng vương,phúc_long hòa mình cùng giỗ tổ hùng_vương,Neutral,1.0,manual
8e348ad0dc92f2f7f61b,phuc_long,Dân tình điên đảo vì quai này,0,2026-04-21 13:01:44,Facebook,,29,dân tình điên đảo vì quai này,dân_tình điên_đảo vì quai này,Neutral,1.0,manual
93d1ccdb3390a12b4eb9,phuc_long,Hồi hộp quá,0,2026-04-21 13:01:44,Facebook,,11,hồi hộp quá,hồi_hộp quá,Neutral,1.0,manual
7c882f6e5c2a7ba5cd7e,phuc_long,Đã săn thành công,0,2026-05-01 10:25:31,Facebook,,17,đã săn thành công,đã săn thành_công,Positive,1.0,manual
b57131d2afa8b882edc9,phuc_long,Cà Phê đậm vị và Trà Sữa đậm đà cùng đánh thức tinh thầnBánh mì nóng giòn tiếp thêm năng lượng,0,2026-03-26 13:00:12,Facebook,,94,cà phê đậm vị và trà_sữa đậm đà cùng đánh thức tinh thầnbánh mì nóng giòn tiếp thêm năng lượng,cà_phê đậm_vị và trà_sữa đậm_đà cùng đánh_thức tinh_thầnbánh mì nóng_giòn tiếp thêm năng_lượng,Neutral,1.0,manual
d28560654e7828c24bf4,phuc_long,Ngày nào cũng đều cữ,0,2026-03-26 13:00:12,Facebook,,20,ngày nào cũng đều cữ,ngày nào cũng đều cữ,Neutral,1.0,manual
10a6b327510082060ea9,phuc_long,Cho chị menu nhé,0,2026-04-19 05:00:29,Facebook,,16,cho chị menu nhé,cho chị menu nhé,Neutral,1.0,manual
5cbe28388c40872d4fc5,phuc_long,Linh MyCó khai trương ở RG k ạ,0,2026-04-19 05:00:29,Facebook,,30,linh mycó khai trương ở rg không ạ,linh_mycó khai_trương ở rg không ạ,Neutral,1.0,manual
5ee49167301c000f08ac,phuc_long,Thu LeTúi có day kéo không shop,0,2026-03-20 11:01:23,Facebook,,31,thu letúi có day kéo không shop,thu letúi có day kéo không shop,Neutral,1.0,manual
f0b0b8b77bf170df5587,phuc_long,Hồng NgọcÀ há,0,2026-05-11 10:31:27,Facebook,,13,hồng ngọcà há,hồng ngọcà há,Neutral,1.0,manual
5135cdc6db60fbe56de4,phuc_long,Dc áp dụng uống tại chỗ ko ạ,0,2026-05-11 10:31:27,Facebook,,28,được áp dụng uống tại chỗ không ạ,được áp_dụng uống tại_chỗ không ạ,Neutral,1.0,manual
a04033bf080fdb486a57,phuc_long,Long DinhNghe nói chém rất kinh mà chưa thử,0,2026-04-25 12:04:16,Facebook,,43,long dinhnghe nói chém rất kinh mà chưa thử,long dinhnghe nói chém rất kinh mà chưa thử,Neutral,1.0,manual
0dc99412e6453a93daff,phuc_long,Lam NgânCho xin menu ạ,0,2026-04-25 12:04:16,Facebook,,22,lam ngâncho xin menu ạ,lam ngâncho xin menu ạ,Neutral,1.0,manual
ff6585ed84c8829a4261,phuc_long,STAR Perfume BMT,0,2026-03-19 06:49:16,Facebook,,16,star perfume bmt,star perfume bmt,Neutral,1.0,manual
75674bd3eef0c0043156,phuc_long,Hoàng thu hiềnu mê luôn roài,0,2026-03-19 06:49:16,Facebook,,28,hoàng thu hiềnu mê luôn roài,hoàng_thu hiềnu_mê luôn roài,Positive,1.0,manual
f51e8e48e734961f042e,phuc_long,Hoàng thu hiền,0,2026-03-19 06:49:16,Facebook,,14,hoàng thu hiền,hoàng thu hiền,Neutral,1.0,manual
cda4a2edbc26e0ff6530,phuc_long,Tôi mỗi khi Phúc Long ra sản phẩm mới hết sức hợp gu,0,2026-03-05 12:30:00,Facebook,,52,tôi mỗi khi phúc_long ra sản phẩm mới hết sức hợp gu,tôi mỗi khi phúc_long ra sản_phẩm mới hết_sức hợp gu,Neutral,1.0,manual
cefe2960d717d8793941,phuc_long,(*) Khu vực Sân Bay Quốc Tế:,0,2026-03-04 13:00:03,Facebook,,28,khu vực sân bay quốc tế,khu_vực sân_bay quốc_tế,Neutral,1.0,manual
d7edaa9a30154de1c900,phuc_long,Mình không nhận được mã ạ,0,2026-03-14 01:00:36,Facebook,,25,mình không nhận được mã ạ,mình không nhận được mã ạ,Neutral,1.0,manual
51956e0eecd483ca758c,phuc_long,Khui trúng sí rịc nha mấy bà,0,2026-04-29 05:00:47,Facebook,,28,khui trúng sí rịc nha mấy bà,khui trúng sí rịc_nha mấy bà,Neutral,1.0,manual
bd85cfd7fff31ce2e34e,phuc_long,Bich PhanNgô Thuỷtối ni uống không nè,0,2026-03-11 11:01:19,Facebook,,37,bich phanngô thuỷtối ni uống không nè,bich phanngô thuỷtối ni uống không nè,Neutral,1.0,manual
927b6b0842632dbf41a7,phuc_long,Ngô Thuỷtối ni uống không nè,0,2026-03-11 11:01:19,Facebook,,28,ngô thuỷtối ni uống không nè,ngô thuỷtối ni uống không nè,Neutral,1.0,manual
17818c45ce1525320474,phuc_long,Ngô Thuỷtính tối uống á mà,0,2026-03-11 11:01:19,Facebook,,26,ngô thuỷtính tối uống á mà,ngô thuỷtính_tối uống á mà,Neutral,1.0,manual
220ed7e9c14b0825e414,phuc_long,Đổi chỗ khác thôi,0,2026-03-11 11:01:19,Facebook,,17,đổi chỗ khác thôi,đổi chỗ khác thôi,Neutral,1.0,manual
cc96a8a997b72445ad83,phuc_long,Ngọc Minh LêCó uống chưa mà cười zạ mom,0,2026-04-10 11:31:02,Facebook,,39,ngọc minh lêcó uống chưa mà cười zạ mom,ngọc_minh lêcó uống chưa mà cười zạ_mom,Neutral,1.0,manual
b9af17d0ce8db5255ba5,phuc_long,Đặt hàng kiểu gì vậy,0,2026-03-06 06:26:49,Facebook,,20,đặt hàng kiểu gì vậy,đặt_hàng kiểu gì vậy,Neutral,1.0,manual
177aa40b17a8c995162a,highlands,Vũ TrangTuyệt vời,0,2026-03-22 13:00:31,Facebook,,17,vũ trangtuyệt vời,vũ trangtuyệt_vời,Positive,1.0,manual
6c1c25f6db783067cbbd,highlands,Đc quá í nhò,0,2026-03-22 13:00:31,Facebook,,12,được quá í nhò,được quá í nhò,Neutral,1.0,manual
51fec228739f01630382,highlands,Ngô Thị Kim Dungthế mà ko phải là cà khê,0,2026-03-22 13:00:31,Facebook,,40,ngô thị kim dungthế mà không phải là cà khê,ngô thị_kim dungthế mà không phải là cà_khê,Neutral,1.0,manual
61b617c9423ab84b5c58,highlands,Phan VietVẫn cứ là HN chỉ biết đọc và đi ra,0,2026-03-23 01:01:01,Facebook,,43,phan vietvẫn cứ là hn chỉ biết đọc và đi ra,phan_vietvẫn cứ là hn chỉ biết đọc và đi ra,Neutral,1.0,manual
22eab03a626603cbd48d,highlands,Fan cứngCường VõQuá đã trà đá đường,0,2026-04-22 05:10:45,Facebook,,35,fan cứngcường võquá đã trà đá đường,fan cứngcường võquá đã trà đá đường,Positive,1.0,manual
cab7b97fc917be581000,highlands,Giới thiệu về mối quan hệ hợp tác này:,0,2026-04-20 03:06:25,Facebook,,38,giới thiệu về mối quan hệ hợp tác này,giới_thiệu về mối quan_hệ hợp_tác này,Neutral,1.0,manual
e073953e7a0493cfa617,highlands,Trần HoaM Gu Phin hạnh nhân hi,0,2026-05-05 13:30:04,Facebook,,30,trần hoam gu phin hạnh nhân hi,trần hoam_gu phin hạnh_nhân hi,Neutral,1.0,manual
703d326cd1fd6db08e9e,highlands,Ốc chín nhưng không cúi đầu :)))),0,2026-04-29 13:00:09,Facebook,,33,ốc chín nhưng không cúi đầu,ốc chín nhưng không cúi đầu,Positive,1.0,manual
78ddadbec94e17bc6141,highlands,Hà nội k có ạ,0,2026-04-06 01:00:07,Facebook,,13,hà nội không có ạ,hà_nội không có ạ,Neutral,1.0,manual
3f030e486fad849baa3c,highlands,Thảo TrămFan matcha,0,2026-05-06 13:00:06,Facebook,,19,thảo trămfan matcha,thảo trămfan matcha,Neutral,1.0,manual
d63fb6104e18837c939c,highlands,Mời mọi người thử và khen nhé,0,2026-05-11 13:00:59,Facebook,,29,mời mọi người thử và khen nhé,mời mọi người thử và khen nhé,Neutral,1.0,manual
95a35c073b137b95fdc6,highlands,Quang TranCho xin menu,0,2026-04-27 05:00:55,Facebook,,22,quang trancho xin menu,quang trancho xin menu,Neutral,1.0,manual
b6bcd5d5bf42c43fa87b,highlands,Cho xin menu,0,2026-04-27 05:00:55,Facebook,,12,cho xin menu,cho xin menu,Neutral,1.0,manual
c70fe8caabd8743d76c0,highlands,Vị này batman không bao giờ uống :)),0,2026-03-06 07:05:06,Facebook,,36,vị này batman không bao giờ uống,vị này batman không bao_giờ uống,Neutral,1.0,manual
4e606380f1dac5bc31a4,highlands,Triệu YếnPhương Thảo@ san dj heo,0,2026-04-13 02:00:17,Facebook,,32,triệu yếnphương thảo san dj heo,triệu yếnphương thảo_san dj heo,Neutral,1.0,manual
17a491e225f07a80d2f7,highlands,Lặng LẽMuốn đặt vào đâu,0,2026-04-13 02:00:17,Facebook,,23,lặng lẽmuốn đặt vào đâu,lặng lẽmuốn đặt vào đâu,Neutral,1.0,manual
2a49e2ded061c554e91d,highlands,Muốn đặt vào đâu,0,2026-04-13 02:00:17,Facebook,,16,muốn đặt vào đâu,muốn đặt vào đâu,Neutral,1.0,manual
53622bc17257a3094624,highlands,Tìm hiểu thêm,0,2026-03-09 13:00:42,Facebook,,13,tìm hiểu thêm,tìm_hiểu thêm,Neutral,1.0,manual
c754ce4895dd091c8b88,highlands,Chi LìLy này ko có nón lá hả shop,0,2026-03-27 13:30:16,Facebook,,33,chi lìly này không có nón lá hả shop,chi lìly này không có nón lá hả shop,Neutral,1.0,manual
4dba089813194cf486cb,highlands,Mềnh chệu luông,0,2026-05-12 01:00:06,Facebook,,15,mềnh chệu luông,mềnh chệu luông,Neutral,1.0,manual
35db5ef327d89800313c,highlands,Hoang AnhPhạm Minh Ánh đi kh,0,2026-04-19 13:02:09,Facebook,,28,hoang anhphạm minh ánh đi không,hoang anhphạm_minh ánh đi không,Neutral,1.0,manual
0f16791ba6d3644a988a,highlands,Món ruot cua tui thoi,0,2026-03-16 01:00:06,Facebook,,21,món ruot cua tui thoi,món ruot cua tui thoi,Neutral,1.0,manual
4bdf785b38e044b39652,highlands,Ồ vại là mai phải thử,0,2026-03-16 01:00:06,Facebook,,21,ồ vại là mai phải thử,ồ_vại là mai phải thử,Neutral,1.0,manual
7ea4afee224501600eb4,highlands,Cái này mua ở cửa hàng k được ạ,0,2026-04-16 03:00:01,Facebook,,31,cái này mua ở cửa hàng không được ạ,cái này mua ở cửa_hàng_không được ạ,Neutral,1.0,manual
6af1684d2c522cd2debb,highlands,Buổi chiều tối nhâm nhi Trà Sen Vàng hay MatchaĐI Dừa Mây và ngắm phố Bạch Đằng lên đèn,0,2026-03-07 01:00:10,Facebook,,87,buổi chiều tối nhâm nhi trà sen vàng hay matchađi dừa mây và ngắm phố bạch đằng lên đèn,buổi chiều_tối nhâm_nhi trà_sen vàng hay matchađi dừa mây và ngắm phố bạch_đằng lên_đèn,Neutral,1.0,manual
a5a7cd2fd7377b062c31,highlands,Pha bằng hạt Ro à bạn :)),0,2026-03-31 11:00:39,Facebook,,25,pha bằng hạt ro à bạn,pha bằng hạt_ro à bạn,Neutral,1.0,manual
c57475cbca5aac26fa70,highlands,NGHỆ THUẬT TRÊN TỪNG LY MATCHA,0,2026-04-15 13:00:02,Facebook,,30,nghệ thuật trên từng ly matcha,nghệ_thuật trên từng ly matcha,Neutral,1.0,manual
b891676eae60cabadf53,highlands,Auma Samuel TerseerGreat the world need it,0,2026-04-15 13:00:02,Facebook,,42,auma samuel terseergreat the world need it,auma samuel terseergreat the world need it,Neutral,1.0,manual
5f0864f4f1c99198e20a,highlands,Dũng TrầnƯớc Hà Nội cũng có,0,2026-04-15 13:00:02,Facebook,,27,dũng trầnước hà nội cũng có,dũng trầnước hà_nội cũng có,Neutral,1.0,manual
f2cc79aaea24d65ff43e,highlands,Tối đi liền,0,2026-05-07 01:00:23,Facebook,,11,tối đi liền,tối đi liền,Neutral,1.0,manual
cd4e5df61c671e14bd62,highlands,Móa nó ngon,0,2026-04-08 05:00:33,Facebook,,11,móa nó ngon,móa nó ngon,Positive,1.0,manual
f4ae7e3303d36acfc07a,highlands,Điều kiện áp dụng:,0,2026-03-31 14:01:43,Facebook,,18,điều kiện áp dụng,điều_kiện áp_dụng,Neutral,1.0,manual
07587d952cf351d8d8a9,highlands,Đừng đùa là được,0,2026-03-31 14:01:43,Facebook,,16,đừng đùa là được,đừng đùa là được,Neutral,1.0,manual
4aa0c27847924882a1e8,highlands,Nhung Phươngmẹ cũng quên dần quên ước mơ của mẹ là gì,0,2026-05-06 09:00:03,Facebook,,53,nhung phươngmẹ cũng quên dần quên ước mơ của mẹ là gì,nhung phươngmẹ cũng quên dần quên ước_mơ của mẹ là gì,Neutral,1.0,manual
8d2b76855772c1fc18a5,highlands,Phi Đằnggiờ tìm báo giấy như là thách đố,0,2026-04-26 04:14:52,Facebook,,40,phi đằnggiờ tìm báo giấy như là thách đố,phi đằnggiờ tìm báo giấy như là thách_đố,Neutral,1.0,manual
fda17697003227554608,highlands,giờ tìm báo giấy như là thách đố,0,2026-04-26 04:14:52,Facebook,,32,giờ tìm báo giấy như là thách đố,giờ tìm báo giấy như là thách_đố,Neutral,1.0,manual
d8238038b99e80d443ea,highlands,Dương Tấn Khoachủ íu là cái ly đẹp vá :)),0,2026-04-26 04:14:52,Facebook,,41,dương tấn khoachủ íu là cái ly đẹp vá,dương tấn khoachủ íu là cái ly đẹp vá,Positive,1.0,manual
225e278d9116b720d8f3,highlands,Đỗ Duy VinhTôi thích phindi hạt dẻ cười,0,2026-05-04 14:00:33,Facebook,,39,đỗ duy vinhtôi thích phindi hạt dẻ cười,đỗ duy_vinhtôi thích phindi hạt_dẻ cười,Positive,1.0,manual
8682f7fe657a63be5179,highlands,Mọi người ai cũng sợ,0,2026-03-31 10:09:59,Facebook,,20,mọi người ai cũng sợ,mọi người ai cũng sợ,Neutral,1.0,manual
97d5d32b35d0de1ab095,highlands,Sao hailen dí trà sữa tới cùng vậy,0,2026-03-29 02:00:40,Facebook,,34,sao hailen dí trà_sữa tới cùng vậy,sao hailen dí trà_sữa tới cùng vậy,Neutral,1.0,manual
25fffceec3ebb5678d71,highlands,Đặng - BĐS Nam Sài Gòn,0,2026-04-15 07:00:02,Facebook,,22,đặng bđs nam sài gòn,đặng bđs_nam sài gòn,Neutral,1.0,manual
90dd23920cc95d86a2b9,highlands,LY GIẤY ÂU LẠC - THƯỞNG TRỌN NIỀM TỰ HÀO,0,2026-04-23 02:17:00,Facebook,,40,ly giấy âu lạc thưởng trọn niềm tự hào,ly giấy âu_lạc thưởng trọn niềm tự_hào,Neutral,1.0,manual
01a3715ca64e063e7cfb,highlands,Minh TuyếtCũng xinh,0,2026-04-23 02:17:00,Facebook,,19,minh tuyếtcũng xinh,minh tuyếtcũng xinh,Positive,1.0,manual
85a81753ee79003ec63d,highlands,Gia Hânn đợt này thấy cũng cũngg,0,2026-04-24 09:34:28,Facebook,,32,gia hânn đợt này thấy cũng cũngg,gia_hânn đợt này thấy cũng cũngg,Neutral,1.0,manual
4067beb21227ec79b8c6,highlands,Highlands xin cảm ơn ạ,0,2026-04-01 07:54:30,Facebook,,22,highlands xin cảm ơn ạ,highlands xin cảm_ơn ạ,Neutral,1.0,manual
fbc64c7598027b85c16c,highlands,Hé lộ tập cuối phim Bóng Ma Hạnh Phúc,0,2026-04-15 04:00:25,Facebook,,37,hé lộ tập cuối phim bóng ma hạnh phúc,hé lộ tập cuối phim bóng_ma hạnh_phúc,Neutral,1.0,manual
35d201199b2fb6a70ff0,highlands,Lam CangMust try,0,2026-04-13 05:00:14,Facebook,,16,lam cangmust try,lam cangmust try,Positive,1.0,manual
f46f8ba135dfabb08f99,highlands,Trần Hữu DiQuách Hữu Vinhthử đi e,0,2026-04-13 05:00:14,Facebook,,33,trần hữu diquách hữu vinhthử đi e,trần hữu_diquách hữu_vinhthử đi e,Neutral,1.0,manual
