comment_id,brand,comment_text,like_count,create_time,platform,clean_text,tokenized_text,processed_text,topic,ai_sentiment,ai_sentiment_confidence,ai_topic,human_sentiment
7631736558384570368,phuc_long,"Sáng cf, trưa trà trái cây, tối trà sữa. Phúc Long bao hết lịch trình.",0,2026-04-23 06:56:01,TikTok,"sáng cf, trưa trà trái cây, tối trà sữa. phúc long bao hết lịch trình.","sáng cf , trưa trà trái_cây , tối trà sữa . phúc long bao hết lịch_trình .","cf , trưa trà trái_cây , tối trà sữa . phúc long hết lịch_trình .",1,NEU,0.85,Khác/Chung,
-4874120186244259840,katinat,"Sở hữu những ""cánh bướm"" xinh xắn để hiểu hơn về phong vị mùa hè Sữa Chua Tằm nha Katies ơi 🥳💜🧚🏻‍♀️",0,2026-05-12 21:00:33,Facebook,sở hữu những cánh bướm xinh xắn để hiểu hơn về phong vị mùa hè sữa chua tằm nha katies ơi,sở_hữu những cánh bướm xinh_xắn để hiểu hơn về phong_vị mùa hè sữa chua_tằm nha katies ơi,sở_hữu cánh bướm xinh_xắn hiểu phong_vị mùa hè sữa chua_tằm,1,NEG,0.75,Hương vị/Chất lượng đồ uống,
7227819781134040064,highlands,k dở k phải trà dưa hấu vải 🥰,6,2023-04-30 19:32:21,TikTok,không dở không phải trà dưa hấu vải,không dở không phải trà dưa_hấu vải,dở phải trà dưa_hấu vải,1,NEG,0.9,Khác/Chung,
7572591910059419648,katinat,kể chuyện hay là quãng cáo,0,2025-11-14 21:44:18,TikTok,kể chuyện hay là quãng cáo,kể chuyện hay_là quãng_cáo,kể chuyện hay_là quãng_cáo,1,NEU,0.85,Khác/Chung,
26de087e797f36439b12,phuc_long,Bánh Cuộn Phô Mai Bacon: Chút nhấn nhá mặn mà của thịt xông khói kết hợp với vị phô mai béo thơm.,0,2026-05-01 03:01:00,Facebook,bánh cuộn phô mai bacon chút nhấn nhá mặn mà của thịt xông khói kết hợp với vị phô mai béo thơm.,bánh cuộn phô mai_bacon chút nhấn nhá mặn_mà của thịt xông_khói kết_hợp với vị phô mai béo_thơm .,bánh cuộn phô mai_bacon chút nhấn nhá mặn_mà thịt xông_khói kết_hợp vị phô mai béo_thơm .,1,NEG,0.75,Hương vị/Chất lượng đồ uống,
6225d634b8f0b7ec3bf2,phuc_long,"Một ngụm cà phê vừa đậm vị với nốt hương mật ong, vừa ấm bụng với tinh nghệ sạch lành, pha thêm chút ""phá phách"" từ thạch Collagen Nhụy hoa nghệ tây giòn sần sật.",0,2026-03-20 01:00:30,Facebook,"một ngụm cà phê vừa đậm vị với nốt hương mật ong, vừa ấm bụng với tinh nghệ sạch lành, pha thêm chút phá phách từ thạch collagen nhụy hoa nghệ tây giòn sần sật.","một ngụm cà_phê vừa đậm_vị với nốt_hương mật_ong , vừa ấm bụng với tinh_nghệ sạch_lành , pha thêm chút phá_phách từ thạch_collagen nhụy hoa_nghệ_tây giòn sần sật .","ngụm cà_phê đậm_vị nốt_hương mật_ong , ấm bụng tinh_nghệ sạch_lành , pha thêm chút phá_phách thạch_collagen nhụy hoa_nghệ_tây giòn sần sật .",1,NEU,0.85,Hương vị/Chất lượng đồ uống,
7283356818897659904,highlands,@😌😌 t đang ghiền cái này,0,2023-09-27 11:24:37,TikTok,tao đang ghiền cái này,tao đang ghiền cái này,ghiền,1,POS,0.9,Khác/Chung,
7369837210880799744,highlands,Đèn bù cho bác sỹ lý đi,0,2024-05-17 12:32:26,TikTok,đèn bù cho bác sỹ lý đi,đèn bù cho bác sỹ_lý đi,đèn bù bác sỹ_lý,1,NEU,0.85,Khác/Chung,
7619728716659489792,katinat,giá nước tnao ạ ?,0,2026-03-21 22:19:16,TikTok,giá nước tnao ạ ?,giá nước tnao ạ ?,giá tnao ?,1,NEU,0.9,Giá cả/Khuyến mãi,
7578000795573449728,phuc_long,có topping luôn ko ạ,0,2025-11-29 11:33:35,TikTok,có topping luôn không ạ,có topping luôn không ạ,topping,1,NEU,0.85,Khác/Chung,
7560371578819779584,highlands,bây giờ còn mận miếc gì nữa mà làm,1,2025-10-12 23:23:09,TikTok,bây giờ còn mận miếc gì nữa mà làm,bây_giờ còn mận miếc gì nữa mà làm,bây_giờ mận miếc,1,NEU,0.85,Khác/Chung,
Y29tbWVudDoxMzk2MDI1OTI1OTAzMDE0Xzk5MDI1NzgzMDAxMDM1MA==,phuc_long,Phúc Long hoà mình cùng Giỗ Tổ Hùng Vương ❤️,5,2026-04-24 01:46:04,Facebook,phúc long hoà mình cùng giỗ tổ hùng vương,phúc long hòa mình cùng giỗ tổ hùng_vương,phúc long hòa giỗ tổ hùng_vương,1,NEU,0.85,Khác/Chung,
7621747258903789568,katinat,"Món này đúng gu tui, thơm sữa bắp, đậm vị matcha",0,2026-03-27 08:52:11,TikTok,"món này đúng gu tui, thơm sữa bắp, đậm vị matcha","món này đúng gu tui , thơm sữa bắp , đậm_vị matcha","đúng gu , thơm sữa bắp , đậm_vị matcha",1,POS,0.9,Hương vị/Chất lượng đồ uống,
7635929396822079488,phuc_long,xoài đác thơm là món tui order nhiều nhất,0,2026-05-04 14:06:32,TikTok,xoài đác thơm là món tui order nhiều nhất,xoài đác thơm là món tui order nhiều nhất,xoài đác thơm order nhất,1,POS,0.9,Hương vị/Chất lượng đồ uống,
-7608315020739430400,phuc_long,Thạch này hum nay mới có ạ?,0,2026-03-31 17:00:35,Facebook,thạch này hum nay mới có ạ?,thạch này hum nay mới có ạ ?,thạch hum ?,1,NEU,0.9,Hỏi đáp thông tin,
7462360564154999808,highlands,Tôi là HỜ LỜ CỜ người giàu có và bí ẩn đây 😎,2,2025-01-21 20:30:35,TikTok,tôi là hờ lờ cờ người giàu có và bí ẩn đây,tôi là hờ lờ_cờ người giàu_có và bí_ẩn đây,tôi hờ lờ_cờ giàu_có bí_ẩn đây,1,NEU,0.85,Khác/Chung,
7593217906563359744,katinat,mở ở long xuyên đi Katinat oiii😭😭😭,1,2026-01-09 11:43:51,TikTok,mở ở long xuyên đi katinat oi,mở ở long xuyên đi katinat oi,mở ở long xuyên oi,1,NEU,0.85,Khác/Chung,
7635999889000710144,phuc_long,t thích trà vải lài hơn,0,2026-05-04 18:39:48,TikTok,tao thích trà vải lài hơn,tao thích trà vải lài hơn,thích trà vải lài,1,POS,0.9,Khác/Chung,
7414526945804969984,highlands,Có ủng hộ chưa,0,2024-09-14 22:51:24,TikTok,có ủng hộ chưa,có ủng_hộ chưa,ủng_hộ,1,NEU,0.85,Khác/Chung,
467f199be52b0db51f10,phuc_long,"Thử ngay Hồng Trà Bưởi Mật Ong với nền hồng trà cao cấp đậm vị, mật ong dịu ngọt, thêm bưởi tươi chua thanh, uống vào là thấy refresh cả vị giác.",0,2026-03-12 02:12:13,Facebook,"thử ngay hồng trà bưởi mật ong với nền hồng trà cao cấp đậm vị, mật ong dịu ngọt, thêm bưởi tươi chua thanh, uống vào là thấy refresh cả vị giác.","thử ngay hồng trà bưởi mật_ong với nền hồng trà cao_cấp đậm_vị , mật_ong dịu ngọt , thêm bưởi tươi chua_thanh , uống vào là thấy refresh cả vị_giác .","hồng trà bưởi mật_ong nền hồng trà cao_cấp đậm_vị , mật_ong dịu ngọt , thêm bưởi tươi chua_thanh , uống refresh vị_giác .",1,NEG,0.9,Hương vị/Chất lượng đồ uống,
1bc0373e2ae84642d583,phuc_long,"“Refresh” buổi chiều oi bức, với những trận cười giòn tan cùng hội bạn. Rủ ngay nhỏ bạn thân ghé Phúc Long để thưởng thước ngay 3 món nước tươi mát",0,2026-04-26 06:00:23,Facebook,"refresh buổi chiều oi bức, với những trận cười giòn tan cùng hội bạn. rủ ngay nhỏ bạn thân ghé phúc long để thưởng thước ngay 3 món nước tươi mát","refresh buổi chiều oi_bức , với những trận cười giòn_tan cùng hội_bạn . rủ ngay nhỏ bạn thân ghé phúc long để thưởng_thước ngay 3 món nước tươi_mát","refresh buổi chiều oi_bức , trận cười giòn_tan hội_bạn . rủ nhỏ thân phúc long thưởng_thước 3 tươi_mát",1,POS,0.9,Khác/Chung,
7634856358391260160,phuc_long,"thay nhieu ban goi sữa chua xoài ghe, de nay dat thu xem sao",0,2026-05-01 16:42:16,TikTok,"thay nhieu ban goi sữa chua xoài ghe, de nay dat thu xem sao","thay nhieu ban goi sữa chua_xoài ghe , de nay dat thu xem sao","thay nhieu ban goi sữa chua_xoài ghe , de dat thu xem",1,NEG,0.9,Khác/Chung,
3ed7afa3a66652cf8028,phuc_long,"Bánh Danish Kem Mơ: Lớp vỏ ngàn lớp giòn nhẹ, vị kem mơ chua dịu và hạnh nhân bùi bùiBánh Cuộn Trà Ô Long Đào: Cốt bánh mềm mịn, thoảng hương trà Ô Long đặc sản cùng mứt đào ngọt dịu.Bánh Cuộn Phô Mai Bacon: Chút nhấn nhá mặn mà của thịt xông khói kết hợp với vị phô mai béo thơm.Bánh Canelé Vani: Lớp caramel đậm đà, bên trong mềm ẩmBánh Quy Hạnh Nhân Mơ: Giòn nhẹ với hạnh nhân bùi béo đan xen cùng vị mơ chua nhẹ.",0,2026-05-01 03:01:00,Facebook,"bánh danish kem mơ lớp vỏ ngàn lớp giòn nhẹ, vị kem mơ chua dịu và hạnh nhân bùi bùibánh cuộn trà ô long đào cốt bánh mềm mịn, thoảng hương trà ô long đặc sản cùng mứt đào ngọt dịu.bánh cuộn phô mai bacon chút nhấn nhá mặn mà của thịt xông khói kết hợp với vị phô mai béo thơm.bánh canelé vani lớp caramel đậm đà, bên trong mềm ẩmbánh quy hạnh nhân mơ giòn nhẹ với hạnh nhân bùi béo đan xen cùng vị mơ chua nhẹ.","bánh danish kem mơ lớp vỏ ngàn lớp giòn_nhẹ , vị kem mơ chua_dịu và hạnh_nhân bùi_bùibánh cuộn trà ô long đào cốt bánh_mềm mịn , thoảng hương trà ô long đặc_sản cùng mứt đào ngọt dịu . bánh_cuộn phô mai_bacon chút nhấn nhá mặn_mà của thịt xông_khói kết_hợp với vị phô mai béo_thơm . bánh canelé vani lớp caramel đậm_đà , bên trong mềm ẩmbánh_quy_hạnh nhân_mơ giòn nhẹ với hạnh_nhân bùi_béo đan_xen cùng vị mơ chua_nhẹ .","bánh danish kem mơ lớp vỏ ngàn lớp giòn_nhẹ , vị kem mơ chua_dịu hạnh_nhân bùi_bùibánh cuộn trà ô long đào cốt bánh_mềm mịn , thoảng hương trà ô long đặc_sản mứt đào ngọt dịu . bánh_cuộn phô mai_bacon chút nhấn nhá mặn_mà thịt xông_khói kết_hợp vị phô mai béo_thơm . bánh canelé vani lớp caramel đậm_đà , bên mềm ẩmbánh_quy_hạnh nhân_mơ giòn nhẹ hạnh_nhân bùi_béo đan_xen vị mơ chua_nhẹ .",1,NEG,0.75,Hương vị/Chất lượng đồ uống,
8a60d2571924528cc01a,katinat,"Bộ Sưu Tập Bánh Tart Ngàn Lớp với phần đế bánh mỏng có hình dáng bông hoa, vỏ bánh ngàn lớp giòn rụm, thơm nức hương bơ kết hợp cùng 02 lựa chọn nhân kem trứng chiều ""gu"" Katies:Bánh Tart Bắp-bi Ngàn Lớp nổi bật cùng bắp tươi được luộc và khò xém thơm lừng, ngọt thanh tự nhiên hoà quyện với nhân kem trứng béo mịn xen lẫn bắp hạt sựt sựt.Bánh Tart Trứng Ngàn Lớp mang đến lựa chọn thân quen từ lớp nhân kem trứng thơm béo đặc trưng, dịu nhẹ vị sữa càng ăn càng ghiền.",0,2026-04-14 09:24:44,Facebook,"bộ sưu tập bánh tart ngàn lớp với phần đế bánh mỏng có hình dáng bông hoa, vỏ bánh ngàn lớp giòn rụm, thơm nức hương bơ kết hợp cùng 02 lựa chọn nhân kem trứng chiều gu katies bánh tart bắp bi ngàn lớp nổi bật cùng bắp tươi được luộc và khò xém thơm lừng, ngọt thanh tự nhiên hoà quyện với nhân kem trứng béo mịn xen lẫn bắp hạt sựt sựt.bánh tart trứng ngàn lớp mang đến lựa chọn thân quen từ lớp nhân kem trứng thơm béo đặc trưng, dịu nhẹ vị sữa càng ăn càng ghiền.","bộ sưu_tập bánh tart_ngàn lớp với phần đế bánh_mỏng có hình_dáng bông hoa , vỏ bánh_ngàn lớp giòn rụm , thơm nức_hương bơ kết_hợp cùng 02 lựa_chọn nhân kem trứng chiều gu katies bánh_tart bắp bi_ngàn lớp nổi_bật cùng bắp_tươi được luộc và khò_xém thơm_lừng , ngọt_thanh tự_nhiên hòa_quyện với nhân kem trứng béo mịn xen_lẫn bắp hạt sựt sựt . bánh_tart trứng ngàn lớp mang đến lựa_chọn thân_quen từ lớp nhân kem trứng thơm_béo đặc_trưng , dịu nhẹ_vị sữa càng ăn càng ghiền .","bộ sưu_tập bánh tart_ngàn lớp phần đế bánh_mỏng hình_dáng bông hoa , vỏ bánh_ngàn lớp giòn rụm , thơm nức_hương bơ kết_hợp 02 lựa_chọn nhân kem trứng chiều gu bánh_tart bắp bi_ngàn lớp nổi_bật bắp_tươi luộc khò_xém thơm_lừng , ngọt_thanh tự_nhiên hòa_quyện nhân kem trứng béo mịn xen_lẫn bắp hạt sựt sựt . bánh_tart trứng ngàn lớp mang đến lựa_chọn thân_quen lớp nhân kem trứng thơm_béo đặc_trưng , dịu nhẹ_vị sữa càng ăn càng ghiền .",1,POS,0.9,Hương vị/Chất lượng đồ uống,
ae84a15aa1261a0c2401,katinat,"Tọa lạc tại tầng 1 của khu trung tâm thương mại sầm uất bậc nhất Hà Đông, KATINAT Aeon Mall Hà Đông mở ra một không gian xinh xắn, nơi Katies có thể nghỉ chân giữa hành trình mua sắm và thưởng thức Trà Sữa Chôm Chôm cùng những phong vị nông sản Việt độc đáo khác!",0,2026-05-06 14:01:19,Facebook,"tọa lạc tại tầng 1 của khu trung tâm thương mại sầm uất bậc nhất hà đông, katinat aeon mall hà đông mở ra một không gian xinh xắn, nơi katies có thể nghỉ chân giữa hành trình mua sắm và thưởng thức trà sữa chôm chôm cùng những phong vị nông sản việt độc đáo khác!","tọa_lạc tại tầng 1 của khu trung_tâm thương_mại sầm_uất bậc nhất hà_đông , katinat aeon mall_hà đông mở ra một không_gian xinh_xắn , nơi katies có_thể nghỉ_chân giữa hành_trình mua_sắm và thưởng_thức trà sữa chôm_chôm cùng những phong_vị nông_sản_việt độc_đáo khác !","tọa_lạc tầng 1 khu trung_tâm thương_mại sầm_uất bậc nhất hà_đông , aeon mall_hà đông mở không_gian xinh_xắn , nơi có_thể nghỉ_chân giữa hành_trình mua_sắm thưởng_thức trà sữa chôm_chôm phong_vị nông_sản_việt độc_đáo khác !",1,POS,0.9,Hương vị/Chất lượng đồ uống,
Y29tbWVudDoxNDA4MzI1NzMxMzM5NzAwXzE5NTE2MzQ1OTU3MjI2NDk=,phuc_long,Minh ở mỹ xuân phú mỹ . Br-vt cũ giờ muon đat trà thì phai lam sao,0,2026-05-10 10:30:58,Facebook,minh ở mỹ xuân phú mỹ . br vt cũ giờ muon đat trà thì phai lam sao,minh ở mỹ_xuân phú_mỹ . br vt cũ giờ muon đat trà thì phai_lam sao,minh ở mỹ_xuân phú_mỹ . br vt cũ giờ muon đat trà phai_lam,1,NEU,0.85,Khác/Chung,
daab50de8afab6795527,phuc_long,Tôi mỗi khi Phúc Long ra sản phẩm mới hết sức hợp gu#PhúcLong#TràSư#TràNương,0,2026-03-05 12:30:00,Facebook,tôi mỗi khi phúc long ra sản phẩm mới hết sức hợp gu,tôi mỗi khi phúc long ra sản_phẩm mới hết_sức hợp gu,tôi mỗi khi phúc long sản_phẩm hết_sức hợp gu,1,NEU,0.85,Khác/Chung,
-6704678858000799744,phuc_long,gà jolibee được không 🥲,0,2026-04-07 05:30:56,Facebook,gà jolibee được không,gà jolibee được không,gà jolibee,1,NEU,0.85,Khác/Chung,
7592990624061620224,katinat,❎ trà sữa chôm chôm ✅ trà sữa thốt nốt 🤡,0,2026-01-08 21:01:43,TikTok,trà sữa chôm chôm trà sữa thốt nốt,trà sữa chôm chôm trà sữa thốt nốt,trà sữa chôm chôm trà sữa thốt nốt,1,NEU,0.85,Khác/Chung,
71460b0672edc329ebf9,highlands,"Set Nến Thơm với 3 hương thơm đầy cảm hứng: hương Cà Phê đậm đà ấm áp, hương Cốm Non thanh mát dịu ngọt, và hương Sen tinh khiết nhẹ nhàng.",0,2026-04-25 02:00:13,Facebook,"set nến thơm với 3 hương thơm đầy cảm hứng hương cà phê đậm đà ấm áp, hương cốm non thanh mát dịu ngọt, và hương sen tinh khiết nhẹ nhàng.","set nến thơm với 3 hương thơm đầy cảm_hứng hương cà_phê đậm_đà ấm_áp , hương_cốm non_thanh mát dịu ngọt , và hương_sen tinh_khiết nhẹ_nhàng .","set nến thơm 3 hương thơm đầy cảm_hứng hương cà_phê đậm_đà ấm_áp , hương_cốm non_thanh mát dịu ngọt , hương_sen tinh_khiết nhẹ_nhàng .",1,POS,0.9,Hương vị/Chất lượng đồ uống,
-122863173081744000,katinat,Ngọc Sâm idol xinh gái quá 👏💗,0,2026-04-21 02:36:47,Facebook,ngọc sâm idol xinh gái quá,ngọc sâm idol xinh_gái quá,ngọc sâm idol xinh_gái,1,POS,0.9,Khác/Chung,
8dfd7b510d44f1e10729,phuc_long,"Cà Phê Curcumin Mật Ong: Dung hòa tinh tế, đậm vị bừng tỉnh.",0,2026-03-01 11:00:50,Facebook,"cà phê curcumin mật ong dung hòa tinh tế, đậm vị bừng tỉnh.","cà_phê curcumin mật_ong dung_hòa tinh_tế , đậm_vị bừng tỉnh .","cà_phê curcumin mật_ong dung_hòa tinh_tế , đậm_vị bừng tỉnh .",1,NEU,0.85,Hương vị/Chất lượng đồ uống,
7357008242671859712,highlands,vị như siro dâu v kem,0,2024-04-12 22:49:42,TikTok,vị như siro dâu v kem,vị như siro dâu v kem,vị siro dâu v kem,1,NEG,0.9,Hương vị/Chất lượng đồ uống,
Y29tbWVudDo5NDk4OTU4OTEwNzI2MDVfODY3NDkxMTEyNDE2Njk3,katinat,Cũng kịp chia tay em xanh lá này 🤤,0,2026-04-17 16:02:58,Facebook,cũng kịp chia tay em xanh lá này,cũng kịp chia_tay em xanh lá này,kịp chia_tay xanh lá,1,NEU,0.85,Khác/Chung,
54bef2fe4f757636c8bb,phuc_long,"Tiếng yêu này của Phúc Long, các “Mỹ Nhân” có dịch được không?",0,2026-04-18 04:00:38,Facebook,"tiếng yêu này của phúc long, các mỹ nhân có dịch được không?","tiếng yêu này của phúc_long , các mỹ_nhân có dịch được không ?","tiếng yêu phúc_long , mỹ_nhân dịch ?",1,NEU,0.85,Hỏi đáp thông tin,
7299664232998599680,highlands,không hợp khẩu vị.mà giá còn quá chát,1,2023-11-10 10:05:39,TikTok,không hợp khẩu vị.mà giá còn quá chát,không hợp khẩu_vị . mà giá còn quá chát,hợp khẩu_vị . giá chát,1,NEG,0.8,Hương vị/Chất lượng đồ uống,
7641177914347759616,phuc_long,mà trà sữa nhìn cũng hấp dẫn,0,2026-05-18 17:33:00,TikTok,mà trà sữa nhìn cũng hấp dẫn,mà trà sữa nhìn cũng hấp_dẫn,trà sữa hấp_dẫn,1,POS,0.9,Khác/Chung,
d47845a4a159812fe786,katinat,Kim KhánhKem dâu tằm hả Đàm Tố Như,0,2026-05-10 13:01:39,Facebook,kim khánhkem dâu tằm hả đàm tố như,kim khánhkem dâu tằm hả đàm_tố như,kim khánhkem dâu tằm hả đàm_tố,1,NEU,0.85,Khác/Chung,
a04033bf080fdb486a57,phuc_long,Long DinhNghe nói chém rất kinh mà chưa thử,0,2026-04-25 12:04:16,Facebook,long dinhnghe nói chém rất kinh mà chưa thử,long dinhnghe nói chém rất kinh mà chưa thử,long dinhnghe nói chém kinh,1,NEU,0.85,Khác/Chung,
7564328646774580224,highlands,sao cf từ 29k giờ lên 35k.,3,2025-10-23 15:18:37,TikTok,sao cf từ 29k giờ lên 35k.,sao cf từ 29 k giờ lên 35 k .,cf 29 k giờ 35 k .,1,NEU,0.85,Giá cả/Khuyến mãi,
d09a67206774c6a5647f,katinat,Trà Sữa Chôm Chôm (L) chỉ 22k (Giá gốc 59k),0,2026-04-17 09:01:11,Facebook,trà sữa chôm chôm l chỉ 22k giá gốc 59k,trà sữa chôm chôm l chỉ 22 k giá gốc 59 k,trà sữa chôm chôm l 22 k giá gốc 59 k,1,NEU,0.9,Giá cả/Khuyến mãi,
7468063257778400256,highlands,còn trà sữa ko ak,0,2025-02-06 08:26:15,TikTok,còn trà sữa không à,còn trà sữa không à,trà sữa à,1,NEU,0.85,Khác/Chung,
bd068473b71a161d6c30,phuc_long,"Hòa chung không khí rộn ràng những ngày lễ, cùng Phúc Long khuấy động tinh thần gắn kết bằng một buổi tiệc trà đậm vị cho cả team!",0,2026-04-28 06:14:02,Facebook,"hòa chung không khí rộn ràng những ngày lễ, cùng phúc long khuấy động tinh thần gắn kết bằng một buổi tiệc trà đậm vị cho cả team!","hòa chung không_khí rộn_ràng những ngày lễ , cùng phúc_long khuấy_động tinh_thần gắn_kết bằng một buổi tiệc trà đậm_vị cho cả team !","hòa chung không_khí rộn_ràng lễ , phúc_long khuấy_động tinh_thần gắn_kết bằng buổi tiệc trà đậm_vị team !",1,NEU,0.85,Hương vị/Chất lượng đồ uống,
7430456084705649664,highlands,Trà sen vàng chắc luôn shopppp ơii,2,2024-10-27 21:04:36,TikTok,trà sen vàng chắc luôn shop ơii,trà sen vàng chắc luôn shop ơii,trà sen vàng chắc shop ơii,1,NEU,0.85,Khác/Chung,
7232131730265299968,highlands,"Chọn Thanh đào đi mng, đừng chọn dưa hấu",5,2023-05-12 10:25:00,TikTok,"chọn thanh đào đi mọi người, đừng chọn dưa hấu","chọn thanh đào đi mọi người , đừng chọn dưa_hấu","chọn thanh đào , đừng chọn dưa_hấu",1,NEU,0.85,Khác/Chung,
7218636316446810112,highlands,May hôm nay định gọi thử mà con mình bảo con thik uong tra sữa bên rosier 😂,10,2023-04-06 01:36:22,TikTok,may hôm nay định gọi thử mà con mình bảo con thích uong tra sữa bên rosier,may hôm_nay định gọi thử mà con mình bảo con thích uong_tra sữa bên rosier,may hôm_nay định gọi con bảo con thích uong_tra sữa bên rosier,1,POS,0.9,Khác/Chung,
c8b515cbd0ea5a4260f5,highlands,"VIỆT ESPRESSO GIÁ MỚI, ĐÃAA BẤT NGỜ!",0,2026-04-26 01:00:48,Facebook,"việt espresso giá mới, đãaa bất ngờ!","việt espresso giá mới , đãaa bất_ngờ !","việt espresso giá , đãaa bất_ngờ !",1,NEU,0.9,Giá cả/Khuyến mãi,
7544327534952299520,highlands,Thuê đc quả dv nhìn mặt như sát thủ 😅,1,2025-08-30 17:44:02,TikTok,thuê được quả dv nhìn mặt như sát thủ,thuê được quả dv nhìn mặt như sát_thủ,thuê quả dv mặt sát_thủ,1,NEU,0.85,Khác/Chung,
7635929055536050176,phuc_long,Bánh ở đây đúng vị mình thích,0,2026-05-04 14:04:51,TikTok,bánh ở đây đúng vị mình thích,bánh ở đây đúng vị mình thích,bánh ở đây đúng vị thích,1,POS,0.9,Hương vị/Chất lượng đồ uống,
-4857939180441050112,phuc_long,"Brew,xuat hien tu luc may gio vay",0,2026-04-19 23:22:59,Facebook,"brew,xuat hien tu luc may gio vay","brew , xuat hien_tu luc may gio vay","brew , xuat hien_tu luc may gio vay",1,NEU,0.85,Khác/Chung,
7548601704020209664,highlands,Highlands mãi đỉnh nha,0,2025-09-11 06:10:17,TikTok,highlands mãi đỉnh nha,highlands mãi đỉnh nha,mãi đỉnh,1,POS,0.9,Khác/Chung,
7633038496722610176,phuc_long,ta về đun nước pha trà là đây chứ đâu,0,2026-04-26 19:07:59,TikTok,ta về đun nước pha trà là đây chứ đâu,ta về đun nước pha trà là đây chứ đâu,ta đun pha trà đây chứ,1,NEU,0.85,Khác/Chung,
Y29tbWVudDo5NjU1Nzc1MDYxNzExMTBfMTIzNjM0MDY0MTkxMTQ4OQ==,katinat,Ngọc Tú tí thử ra đây,0,2026-05-08 23:31:12,Facebook,ngọc tú tí thử ra đây,ngọc tú_tí thử ra đây,ngọc tú_tí đây,1,NEU,0.85,Khác/Chung,
7630285387437540352,phuc_long,"[Nhãn dán] 🥰 hời ơi, đúng là Phúc Long hông làm tui thấy vọng",0,2026-04-19 09:04:37,TikTok,"nhãn dán hời ơi, đúng là phúc long hông làm tui thấy vọng","nhãn dán hời ơi , đúng là phúc long hông làm tui thấy vọng","nhãn dán hời , đúng phúc long hông vọng",1,NEU,0.85,Khác/Chung,
Y29tbWVudDoxMzU5OTY1NTcyODIzMTE1XzE4ODExNTExNDI0Mzk1MDY=,highlands,Sản phẩm có tại toàn quốc chưa ạ,0,2026-03-31 13:03:37,Facebook,sản phẩm có tại toàn quốc chưa ạ,sản_phẩm có tại toàn_quốc chưa ạ,sản_phẩm toàn_quốc,1,NEU,0.85,Khác/Chung,
Y29tbWVudDoxMzY5NjYwMzMxODUzNjM5XzEyODUzMzQxNDk3NjA5NTI=,highlands,Phạm Hòa trend này vui vãi,1,2026-04-08 05:45:27,Facebook,phạm hòa trend này vui vãi,phạm hòa_trend này vui vãi,phạm hòa_trend vui vãi,1,NEU,0.85,Khác/Chung,
7635927183949769728,phuc_long,Trà sữa buổi sáng nghe lạ mà cũng muốn thử,0,2026-05-04 13:57:39,TikTok,trà sữa buổi sáng nghe lạ mà cũng muốn thử,trà sữa buổi sáng nghe lạ mà cũng muốn thử,trà sữa buổi nghe lạ muốn,1,NEU,0.85,Khác/Chung,
7639653782184800256,phuc_long,Cả ngày cắm chốt ở Phúc Long,0,2026-05-14 14:58:44,TikTok,cả ngày cắm chốt ở phúc long,cả ngày cắm chốt ở phúc long,cắm chốt ở phúc long,1,NEU,0.85,Khác/Chung,
Y29tbWVudDo5NjgwNjc3MTkyNTU0MjJfMjEyMzg0MzczNTEwNTc0Mg==,katinat,Trà dâu tằm,0,2026-05-09 14:08:28,Facebook,trà dâu tằm,trà dâu tằm,trà dâu tằm,1,NEU,0.85,Khác/Chung,
797a870ae7dda4876b86,phuc_long,Trâmt thèm phúc long nữa r,0,2026-03-26 13:00:12,Facebook,trâmt thèm phúc long nữa rồi,trâmt thèm phúc_long nữa rồi,trâmt thèm phúc_long,1,POS,0.9,Khác/Chung,
7353502283231569920,highlands,trà hơi lạc nhà,0,2024-04-03 12:04:39,TikTok,trà hơi lạc nhà,trà hơi lạc nhà,trà lạc nhà,1,NEU,0.85,Khác/Chung,
7365874658828709888,highlands,Trà sen vàng vẫn là chân ái,4,2024-05-06 20:15:44,TikTok,trà sen vàng vẫn là chân ái,trà sen vàng vẫn là chân_ái,trà sen vàng chân_ái,1,POS,0.9,Khác/Chung,
2378858334059639808,highlands,mê cái ly dữ gòi đó,0,2026-05-06 05:01:52,Facebook,mê cái ly dữ gòi đó,mê cái ly_dữ gòi đó,mê ly_dữ gòi,1,POS,0.9,Dịch vụ/Cửa hàng,
0dc99412e6453a93daff,phuc_long,Lam NgânCho xin menu ạ,0,2026-04-25 12:04:16,Facebook,lam ngâncho xin menu ạ,lam ngâncho xin menu ạ,lam ngâncho xin menu,1,NEU,0.9,Hỏi đáp thông tin,
7487469705356699648,highlands,"trà ối uống như đấm vào mồm , mặn mặn chát chát chua kì lắm",1,2025-03-30 12:26:46,TikTok,"trà ối uống như đấm vào mồm , mặn mặn chát chát chua kì lắm","trà ối uống như đấm vào mồm , mặn mặn chát_chát chua_kì lắm","trà ối uống đấm mồm , mặn mặn chát_chát chua_kì",1,NEG,0.9,Hương vị/Chất lượng đồ uống,
