clean_text,true_label,topic
"trần thiệnmỹ hươngthơm phan ly huynh chủaan bị hoy. ô long dâu tằm 3 lá, tằm tằm đác đác, tằm già dừa non, matcha iku dâu tằm, trà sữa dâu tằm nướng.",NEG,1
mọi thứ chỉ là quảng cáo uông 2 cốc trà vải bé xíu được 3miếng thạnh và 3 miếng vải 55k,NEU,1
"cần nạp năng lượng cũng đừng lo, phúc long sẵn sàng với 5 bánh mới siu dính bánh danish kem mơ, bánh cuộn phô mai bacon, bánh canelé vani, bánh cuộn trà ô long đào và bánh quy hạnh nhân mơ.",NEU,1
quang trancho xin menu,NEU,1
cóc cóc đác đác là gì ạ?,NEU,1
sinh tố tằm,NEU,1
"ôk katinat, e uống trà sữa kem trứng nướng",NEG,1
trộm vía nó không dô 1 cái nốt nào luôn hai ơi,NEU,1
"đợi món hơi lâu nha, chắc tại đông quá",NEU,1
"lô t105 2 tầng 1, tm aeon mall hà đông",NEU,1
quán đông nhưng nv làm món cũng lẹ,POS,1
hồng ngọcà há,NEU,1
cho ly trà sữa 15k đê,NEU,1
thích ngọc trai dâu tầm,POS,1
hãy trả lại món trà dưa hấu please,NEU,1
mỹ linh đây nha ng iu,NEU,1
"foam matcha hơi bột sữa ngô cũng bột nên tổng thể bị bột x2. mùi sữa ngô át đi tất cả mọi thứ nên không quá thích ngô hoặc kỳ vọng vị matcha thì sẽ hơi hụt hẫng. trân châu ngô khá ấn tượng, vừa dẻo lại vừa giòn hạt ngô nhưng mà quấy 1 lúc thì bột đi đằng bột ngô đi đằng ngô mất",NEG,1
như quỳnh s mà xanh thế nhỉ,NEU,1
phindin hạnh nhân mãi đỉnh nha,POS,1
có híu với trai không cà,NEU,1
va na zi cảm ơn b,NEU,1
hợp lý zạy,NEU,1
trà lài mơ hồng trà lài đào hồng . mlem mlem,NEU,1
mai ghé phuc long ở đường cách mạng tháng tám phường tân sơn nhất liền luôn,POS,1
80 là đá tại tp uông bí,NEU,1
huhu hôm nay đã thử trà và hối hận nha,NEG,1
dầu nhà ráng tạo nội dung,NEU,1
"lập hội tránh nóng , đi thưởng thức sữa chua tằm thôi katies ơi",NEG,1
thèm trà sữa mà không muốn béo thì sữa chua xoài đác thơm là đúng bài,POS,1
tài hà trả lại cái món trà sữa hạt dẻ cười.,NEU,1
"hôm nay dặn ít đường, thấy vị đào nó thanh thoát hơn hẳn, khuyên mọi người nên thử",NEU,1
nhãn dán ô hay,NEU,1
bấm quẻ sẽ ở long xuyên,NEU,1
giá thì tăng mà chất lượng càng ngày càng xuống,POS,1
mình uống vị hồng trà sữa với trà sữa ô lông với trà lucky tea rố 3 cái đều ngon,POS,1
trà vải dưa hấu cũng được nma mang ra có gần 2 3 cốc chớ không được đâyc như thế kia đou nha,NEU,1
bst hương mật ươm sắc chính thức ra mắt. mời tâm giao ghé thưởng vị trà mật ngọt lành của vườn ươm hương sắc phúc long nha,NEU,1
không he thay nha,NEU,1
cái chỗ highlands này phải gọi đá sữa thì đúng hơn. vô 1 lần khỏi có lần 2. max tệ,NEG,1
cóc cóc đác đác l chỉ 29k giá gốc 69k mê sữa đá s chỉ 17k giá gốc 39k trà sữa oolong nướng s chỉ 19k giá gốc 42k trà vải l chỉ 22k giá gốc 54k trà sữa chôm chôm l chỉ 22k giá gốc 59k matcha bắp bi s chỉ 29k giá gốc 69k,NEU,1
hóng bánh mì phúc long hơi lâu rồi nhen!,NEU,1
hương kìa cbi thẩm thôi,NEU,1
dâu ở nhà chín rụng đầy gốc,NEU,1
"trừ cf ra không uống, các đồ uống khác ngọt quá. bữa nào trà xanh đậu đỏ cũng dặn không sữa đặc mà cũng ngọt đin. trà nào cũng bảo ít ngọt mà ngọt không tưởng",NEG,1
trà vải ở đây là chân ái của tao,POS,1
không anh dinh long time no pl,NEU,1
làm sao để có túi vải đi kèm bình ?,NEU,1
matcha bắp bi s chỉ 29k giá gốc 69k,NEU,1
"uống trà xanh đậu đỏ, ăn bánh đậu đỏ",NEU,1
có y 1 ct phin đi chỉ thay syrup thôi,NEU,1
vẫn thich uong o qán nit,NEU,1
team mê đồ béo đã thấy và thèm,POS,1
yến nhitừ bìnhxin cái nhận xét,NEU,1
pass lại bộ gốm sứ cao cấp của phúc long gồm 4 sản phẩm bàn trà,NEU,1
linh kin mẹ tom béo phuong hien pham cbi tiếp tục,NEU,1
trà sữa sáng uống ổn không ta,NEU,1
"về chung quá hợp lý luôn, ba mẹ uống trà con ăn gà",NEU,1
trộm luôn đi được không ạ,NEU,1
xanh lá xa lánh,NEU,1
cho chị menu nhé,NEU,1
"ê toi đó y vậy đó, dù cf không hợp khẩu vị nhma làm vc hay hẹn bạn là bây ra highlands không thói quen ha dì á",NEG,1
lê long hồtrà bưởi mật ong đê! mấy món mới này không hợp,NEG,1
trà sen vàng chân ái của tao,POS,1
người miền tây nói làm cái ca trà bự . uống cho nó mát,POS,1
chủ nhật gặp mặt tại phúc long nhé cả nhà,NEU,1
"nào, cùng đến phúc long đánh thức ngày mới với bst hương mật ươm sắc ngay nha!",NEU,1
cà phê đậm vị và trà sữa đậm đà cùng đánh thức tinh thầnbánh mì nóng giòn tiếp thêm năng lượng,NEU,1
chưa học thuộc thoại còn vấp,NEU,1
vẫn chỉ mê frezee trà xanh với cf của highland,POS,1
"thịt tươi, bánh giòn, thử đi mọi người",NEU,1
chứng dâu tằm lên ngôi,NEU,1
"trà vải ở đây là món tui hay uống nhất, mát",POS,1
"bắt đầu từ những lá trà vụ xuân, qua quy trình rây trà kỹ lưỡng, rồi đến bước canh chuẩn nhiệt độ nước để đánh thức vị umami, tất cả hòa cùng kỹ thuật đánh matcha để tạo nên lớp bọt mịn màng, đặc trưng và mang đến trải nghiệm trọn vẹn nhất.",POS,1
đào linh linh linh tra thanh,NEU,1
tui thì vẫn mê trà vải hơn mấy món này,POS,1
cảm nhận vị sữa chua đà lạt quen thuộc như chính tay ngoại ủ,NEG,1
trà trái cây nhìn mát ghê,POS,1
ong chăm chỉ đi hái len,NEU,1
trà đường với lớp kem trên mặt,NEU,1
9k kem của trà là được. kemdi đắt,NEG,1
trà dâu nó dở gê luôn á . thua mấy ly dâu ở ngoài pha nữa,NEG,1
"không áp dụng sản phẩm theo mùa trà mãng cầu, bst matchađi",NEU,1
pé đi ăn tiệc trà bánh không,NEU,1
vừa chua vừa nhạt,NEG,1
thanh tuyềntài hàtrả lại cái món trà sữa hạt dẻ cười.,NEU,1
katinat mang trà sữa chôm chôm đến aeon mall hà đông!!,NEU,1
"sáng cf, trưa trà trái cây, tối trà sữa. phúc long bao hết lịch trình.",NEU,1
sở hữu những cánh bướm xinh xắn để hiểu hơn về phong vị mùa hè sữa chua tằm nha katies ơi,NEU,1
không dở không phải trà dưa hấu vải,NEG,1
kể chuyện hay là quãng cáo,NEU,1
bánh cuộn phô mai bacon chút nhấn nhá mặn mà của thịt xông khói kết hợp với vị phô mai béo thơm.,NEU,1
"một ngụm cà phê vừa đậm vị với nốt hương mật ong, vừa ấm bụng với tinh nghệ sạch lành, pha thêm chút phá phách từ thạch collagen nhụy hoa nghệ tây giòn sần sật.",NEU,1
tao đang ghiền cái này,POS,1
đèn bù cho bác sỹ lý đi,NEU,1
giá nước tnao ạ ?,NEU,1
có topping luôn không ạ,NEU,1
bây giờ còn mận miếc gì nữa mà làm,NEU,1
phúc long hoà mình cùng giỗ tổ hùng vương,NEU,1
"món này đúng gu tui, thơm sữa bắp, đậm vị matcha",POS,1
xoài đác thơm là món tui order nhiều nhất,POS,1
thạch này hum nay mới có ạ?,NEU,1
tôi là hờ lờ cờ người giàu có và bí ẩn đây,NEU,1
mở ở long xuyên đi katinat oi,NEU,1
tao thích trà vải lài hơn,POS,1
có ủng hộ chưa,NEU,1
"thử ngay hồng trà bưởi mật ong với nền hồng trà cao cấp đậm vị, mật ong dịu ngọt, thêm bưởi tươi chua thanh, uống vào là thấy refresh cả vị giác.",NEG,1
"refresh buổi chiều oi bức, với những trận cười giòn tan cùng hội bạn. rủ ngay nhỏ bạn thân ghé phúc long để thưởng thước ngay 3 món nước tươi mát",POS,1
"thay nhieu ban goi sữa chua xoài ghe, de nay dat thu xem sao",NEG,1
"bánh danish kem mơ lớp vỏ ngàn lớp giòn nhẹ, vị kem mơ chua dịu và hạnh nhân bùi bùibánh cuộn trà ô long đào cốt bánh mềm mịn, thoảng hương trà ô long đặc sản cùng mứt đào ngọt dịu.bánh cuộn phô mai bacon chút nhấn nhá mặn mà của thịt xông khói kết hợp với vị phô mai béo thơm.bánh canelé vani lớp caramel đậm đà, bên trong mềm ẩmbánh quy hạnh nhân mơ giòn nhẹ với hạnh nhân bùi béo đan xen cùng vị mơ chua nhẹ.",NEU,1
"bộ sưu tập bánh tart ngàn lớp với phần đế bánh mỏng có hình dáng bông hoa, vỏ bánh ngàn lớp giòn rụm, thơm nức hương bơ kết hợp cùng 02 lựa chọn nhân kem trứng chiều gu katies bánh tart bắp bi ngàn lớp nổi bật cùng bắp tươi được luộc và khò xém thơm lừng, ngọt thanh tự nhiên hoà quyện với nhân kem trứng béo mịn xen lẫn bắp hạt sựt sựt.bánh tart trứng ngàn lớp mang đến lựa chọn thân quen từ lớp nhân kem trứng thơm béo đặc trưng, dịu nhẹ vị sữa càng ăn càng ghiền.",POS,1
"tọa lạc tại tầng 1 của khu trung tâm thương mại sầm uất bậc nhất hà đông, katinat aeon mall hà đông mở ra một không gian xinh xắn, nơi katies có thể nghỉ chân giữa hành trình mua sắm và thưởng thức trà sữa chôm chôm cùng những phong vị nông sản việt độc đáo khác!",POS,1
minh ở mỹ xuân phú mỹ . br vt cũ giờ muon đat trà thì phai lam sao,NEU,1
tôi mỗi khi phúc long ra sản phẩm mới hết sức hợp gu,NEU,1
gà jolibee được không,NEU,1
trà sữa chôm chôm trà sữa thốt nốt,NEU,1
"set nến thơm với 3 hương thơm đầy cảm hứng hương cà phê đậm đà ấm áp, hương cốm non thanh mát dịu ngọt, và hương sen tinh khiết nhẹ nhàng.",POS,1
ngọc sâm idol xinh gái quá,POS,1
"cà phê curcumin mật ong dung hòa tinh tế, đậm vị bừng tỉnh.",NEU,1
vị như siro dâu v kem,NEG,1
cũng kịp chia tay em xanh lá này,NEU,1
"tiếng yêu này của phúc long, các mỹ nhân có dịch được không?",NEU,1
không hợp khẩu vị.mà giá còn quá chát,NEG,1
mà trà sữa nhìn cũng hấp dẫn,POS,1
kim khánhkem dâu tằm hả đàm tố như,NEU,1
long dinhnghe nói chém rất kinh mà chưa thử,NEU,1
sao cf từ 29k giờ lên 35k.,NEU,1
trà sữa chôm chôm l chỉ 22k giá gốc 59k,NEU,1
còn trà sữa không à,NEU,1
"hòa chung không khí rộn ràng những ngày lễ, cùng phúc long khuấy động tinh thần gắn kết bằng một buổi tiệc trà đậm vị cho cả team!",NEU,1
trà sen vàng chắc luôn shop ơii,NEU,1
"chọn thanh đào đi mọi người, đừng chọn dưa hấu",NEU,1
may hôm nay định gọi thử mà con mình bảo con thích uong tra sữa bên rosier,POS,1
"việt espresso giá mới, đãaa bất ngờ!",NEU,1
thuê được quả dv nhìn mặt như sát thủ,NEU,1
bánh ở đây đúng vị mình thích,POS,1
"brew,xuat hien tu luc may gio vay",NEU,1
highlands mãi đỉnh nha,POS,1
ta về đun nước pha trà là đây chứ đâu,NEU,1
ngọc tú tí thử ra đây,NEU,1
"nhãn dán hời ơi, đúng là phúc long hông làm tui thấy vọng",NEU,1
sản phẩm có tại toàn quốc chưa ạ,NEU,1
phạm hòa trend này vui vãi,NEU,1
trà sữa buổi sáng nghe lạ mà cũng muốn thử,NEU,1
cả ngày cắm chốt ở phúc long,NEU,1
trà dâu tằm,NEU,1
trâmt thèm phúc long nữa rồi,POS,1
trà hơi lạc nhà,NEU,1
trà sen vàng vẫn là chân ái,POS,1
mê cái ly dữ gòi đó,POS,1
lam ngâncho xin menu ạ,NEU,1
"trà ối uống như đấm vào mồm , mặn mặn chát chát chua kì lắm",NEG,1
"tao hay gọi sữa chua xoài đác thơm, ăn vừa healthy vừa đỡ thèm đồ ngọt",POS,1
trà trái cây là thứ tui nghĩ tới đầu tiên mỗi khi trời nóng,NEU,1
croissant ở đây tui quay lại mấy lần rồi,NEU,1
trà vị đường,NEU,1
hà lâm trúc anhphải nghỉ việc,NEU,1
"ngô hà thanhđể 2 cuộn chỉ với kén tằm, tưởng cho ăn topping kén tằm không á",NEU,1
alo pl mới đổi matcha hả. bữa order trà sữa matcha màu xanh lè xanh léc uống như hoá chất sợ qué,NEG,1
cà phê thì đỉnh còn mấy cái khác thì tệ,NEG,1
tuyết hạnh mần cặp đi biển,NEU,1
mình dừng lại ở hai vị là được rồi mà,NEU,1
"highland này giống ở vincom gần hồng hà á, ngày nào cũng qua nhìn y hệt",NEU,1
ai thử freeze anh đào chưa ạ ?,NEU,1
không bao h được topping nhiều cỡ này,NEU,1
hú c gái ới,NEU,1
sao hailen dí trà sữa tới cùng vậy,NEU,1
về long xuyên chỗ nào vậy fen,NEU,1
trâm tao thèm phúc long nữa rồi,POS,1
triệu vyts chôm chôm vẫn là chân ái hihi,POS,1
tự nhiên cg thèm,POS,1
đề nghị trà lài hoa muối trở lại tôi thèm,POS,1
giang phạm không cần đi đâu xa nữa,NEU,2
còn ở hà nội không bạn ô,NEU,2
shop mình chổ nào ạ,NEU,2
clara buicó áp dụng mua tại cửa hàng không?,NEU,2
bỏ katinat phim đang hay,NEU,2
"btc sẽ chọn 10 có đáp án đúng và sớm nhất, may mắn được chọn bởi highlands coffee.",POS,2
bán thì dở mà tiền thì cao,NEG,2
mang katinat tới âm vang tổ quốc,NEU,2
panini cho thêm rau được khum,NEU,2
đẹp vậy ta,POS,2
mã đây sao mọi người cứ kêu không có nhỉ?,NEU,2
kim phụngnăm ngoái đu rồi năm nay không thể bỏ lỡ,NEU,2
"địa chỉ số 11 13 đường hùng vương, đặc khu phú quốc, tỉnh an giang",NEU,2
tiếng ông kia nói giống cha nội batman mukbang quãi,NEU,2
í món mới xinh quá zạy .pngg,POS,2
để mai qua thử chi nhánh gần nhà xem sao,NEU,2
hoàng thu hiền,NEU,2
đố các cậu thấy tớ,NEU,2
co ai xem xong ma thich nhu minh khong,NEU,2
lỡ bị người khác làm đổ nước rồi lại giúp kẻ mạnh hại người yếu thế,NEU,2
fan cứngthai anh anhplatinum khum được x2 hả bạn,NEU,2
món mới này huỳnh lâm tag sơn hộ đang không tag được,NEU,2
trải nghiệm thăng hạng 60 ngày chạm đặc quyền black,NEU,2
đẹp dữ dội,POS,2
"có đồng nai, đổi cái gì cũng được ạ",NEU,2
merchandise chất giảm 10 chỉ với 15 brews.,NEU,2
có màu đen không ạ,NEU,2
"cảm ơn sự ủng hộ nhiệt tình của hội ghiền trà, tại một số cửa hàng khu vực tp.hcm và tỉnh thành khác đã hết hàng ly đổi màu 2026 sớm hơn dự kiến các bạn chưa săn được ly thông cảm giúp chúng mình nha",POS,2
"highlands coffee fivimart mỹ đình số 89 lê đức thọ, phường từ liêm, hà nội",NEU,2
shop cảm thấy như thế này khi chi nhánh quận 12 có drama ạ,NEU,2
pl làm thêm loại nhân heo quay thử xem,NEU,2
"bánh ở đây ăn ổn, mỗi tội đợi hơi lâu vào mấy giờ cao điểm",POS,2
katies nhớ ghé katinat d joy check in vườn bắp xanh mướt nha,NEU,2
túi giá bn v ạ,NEU,2
lỡ cả đời không rực rỡ thì sao..,NEU,2
câu được ước tgay,NEU,2
điểm drips cả 10 điểm không có gì hấp dẫn để đổi. nên xem lại danh mục quà đổi.,POS,2
tôn sơn vàng,NEU,2
thiệc sự là quéo càng với cái ly đẹp này,POS,2
chuẩn bị đi thi mua u nha,POS,2
có 2 ly luôn,NEU,2
mắm nam ngư,NEU,2
nữ an tĩnh muốn nhiều thì chỉ có tao làm cho mày th,NEU,2
giá vé bao nhiêu và gồm những gì ạ,NEU,2
phim hay quá đi à,POS,2
xài toàn hương,NEU,2
"mình cần mua 2 vé, có ai pass không ạ",NEU,2
"bị fomo cái li này quá à, đã vậy màu hợp mệnh nữa chứ",NEU,2
chưa thấy bán trên app,NEU,2
ý là tao đâu phải bò đâu má sao dắt tao jk dòng dòng dj mé,NEU,2
làm sao oder được ạ,NEU,2
"ba món nước mới được phúc long gửi gắm tâm ý, hứa hẹn sẽ là người bạn đồng hành tuyệt vời cho chuyến chơi hội rực rỡ này.",POS,2
team mkt team rồi d bên này làm việc cật lực dữ dị,NEU,2
nay tối còn vé không ạ,NEU,2
đẹp quá trình,POS,2
haiz tăng giá dữ quạ. có cửa hàng giá 84k chứ khum phải 79k nữa luntt,NEU,2
ủa kem đó mua riêng không mua nước được không ạ,NEU,2
có giới hạn vé không ạ?,NEU,2
tiên nữ phim hay,NEU,2
lin danghe vụ trung quân đinh phụ nử chưa bạn ơi ?,NEU,2
du hí tháng 3 mà có thêm tri kỷ thì càng vui chứ sao nè,NEU,2
chọn màu được không,NEU,2
"áp dụng khi mua tại cửa hàng, call center giao hàng phúc long không áp dụng tại winlife và sân bay .",NEU,2
rồi nhỏ cíu giữ nhiệt 7 tiếng chi,NEU,2
quán coi bắn pháo bông duoc không vay,NEU,2
ngồi trog quán makeup được khum ạ?,NEU,2
tao tương uống atiso đỏ không mấy má .ra món mới nào dỡ món đó,NEU,2
hơi đáng iu chủn bị mai đi hái hoa nha bà,NEU,2
"đi trên 10 lần, lần nào gọi cũng hết món",NEU,2
"cfe thì dỡ, phục vụ không có, giá thì .",NEU,2
woww ly mơí,NEU,2
trời ơi đang đói mà thấy cái này,NEU,2
dương tấn khoachủ íu là cái ly đẹp vá,POS,2
"mình khổ vì 15k lắm phải không ạ, bữa nào a qua bố thí cho",NEU,2
tin mừng hả,NEU,2
cần lắm view các chi nhánh ạ,NEU,2
mua cho tao để tao giữ chuỗi,NEU,2
diệp hạcần quyền trợ giúp,NEU,2
chúc em bán đắt mỗi ngày nhé,NEG,2
nhân viên quảng ngãi khá tệ khâu bật máy lạnh . còn lại ok hết,NEG,2
cafe phúc long thì khỏi bàn rồi,NEU,2
highland làm ơn đừng ra món mới được không. xin đấy!,NEU,2
"mới mua xong matcha bắp bi, giờ ad ra thêm.",NEU,2
tống quang lộcgia hy dưới tiền giang có katinat không ta,NEU,2
hãy mang lại matcha latte dâu tây tới cho tôi,NEU,2
quán đẹp quá ạ,POS,2
a nhận pr được bao nhiêu linh thạch vậy,NEU,2
"dạ em mong chủ quán đì bạn nhân viên tên ngọc lan dùm em, tại bạn nhân viên đó là chị của em",NEU,2
sáng giờ 2 ly rồi đó,NEU,2
this store should improve on employees who don tao understand english and listen to the wrong order.,NEU,2
thực tế được 20 như thật,NEU,2
learned these before i was 10 years old. it s a lost art in some respects. people have no clue.,NEU,2
bui cuccungày thứ 6 hay lần mua thứ 6 ad?,NEU,2
hữu yến ha anh thai hoang,NEU,2
đi 1 lần nhân viên kêu hết tàu hủ. xong lại kêu hết sữa. không có bán món matcha. đi lần 2 kêu hết matcha. mà lướt tiktok thấy ai cũng review,NEU,2
chi nhánh này o đâu v ad,NEU,2
chi nhánh nào cũng có phải không ạ,NEU,2
có bán không à,NEU,2
2 tiếng tan đá hết trơn toát nước ra chảy đầy bàn,NEU,2
đi liền nè dzung k,NEU,2
phuclong.com.vnphúc long tự hào ra mắt bst quai xách ly trọn một việt nam phúc long tự hào ra mắt bst quai xách ly trọn một việt nam,NEU,2
nhi chipi ghé trải nghiệm kìa,NEU,2
katinat chính thức ra mắt phong vị mới coco matcha!,NEU,2
chỗ highland mình đá xay dâu tằm nó nằm dưới đáy ly,NEU,2
. rẻ hâ chị,POS,2
"đầu tuần rủ đồng nghiệp trà chiều, săn ngay bộ sưu tập ly 30 4 dệt gấm vóc tự hào trên app katinat nào katies",POS,2
ai mua mang đi rồi thấy sao,NEU,2
a ngoc vô làm ly nựa kìa,NEU,2
"lần 1 gọi 1 cốc nước chanh, vớt đá ra nước chưa được 2 3 cốc lần 2 rút kinh nghiệm từ lần 1, bảo nhân viên bỏ ít đá, cứ tưởng nhân viên thấy nước ít thì sẽ cho thêm nhưng kết quả được 1 3 cốc nước và 1 nắm đá",POS,2
2 ly 36k hehehehe,NEU,2
chi tiết chương trình,NEU,2
đẹp. xin link mua onl ạa,POS,2
ad cũng bmhp ư,NEU,2
chưa có qua cá tháng tư luôn á,NEU,2
cùng hoạ tiết âu lạc tại highlands coffee,NEU,2
ê mình thích cái ly màu đỏ mà đi uống không lần nào gặp ly đó là s dị shop,POS,2
ba hai do bé đỗ minh thư,NEU,2
đa vit mạnhchiếc túi rất tiện dụng và đẹp,POS,2
đang đói mà nhìn cái này thèm quá,POS,2
mai tao check in liền,NEU,2
"mình cho ra bình luôn, không nỡ vứt thật, còn rửa sạch để trưng bày. hihi",POS,2
uyên thư gòi gòi tới công chiện,NEU,2
haha dễ thương,POS,2
góc phố đẹp quá,POS,2
"le nhamly giam 50 , xin giá nhé",NEU,2
hết ăn thịt chó à,NEU,2
hà nội có chưa ạ hay ngày mai hả ad,NEU,2
win bước ra,NEU,2
ming ngọc biết em nghĩ đến cái gì không,NEU,2
quá xuất sắc luôn anh,POS,2
"valentine sắp tới rồi, katies đã chọn được món quà mình thích chưa",POS,2
phạm thiên thuậnchúng mình vẫn là highlands coffee moàa,NEU,2
200gram cũng được nước l phải không a2,NEU,2
"mình muốn mua ly ,cho mình xin giá?",NEU,2
có cái rèm che nắng bị hư mà gỡ ra luôn rồi không thèm sửa và gắn lại. khách ngồi buổi trưa nhìn chói hết cả mắt. khó chịu vô cùng.,NEG,2
có giỏ xách không ạ,NEU,2
cảm xúc ngày đầu đi làm lại của bạn thế nào.?,NEU,2
1 tọa độ mới trong sổ tay quán mới tại tp. hồ chí minh cạnh cây xăng một điểm dừng chân ngay trục âu cơ lũy bán bích sẵn sàng chờ bạn ghé!,NEU,2
hòa vào giải chạy toàn công viên,NEU,2
sự kết hợp độc lạ quá shop,NEU,2
"đang giảm cân mà còn thấy, thèm quá pl",POS,2
quán đẹp quá,POS,2
thế mới đúng nhé a2,NEU,2
không có trên app nhơt,NEU,2
tôi sẽ hạnh phúc hơn khi cái này màu giống màu logo,NEU,2
ở đây trước khi bị khóa bo,NEU,2
tiến dũng mua cho cốc đi chồng yêu,NEU,2
người trúng thưởng cần cung cấp đầy đủ thông tin cá nhân bao gồm số điện thoại trước ngày 15 05 2026 để xác minh và nhận thưởng qua app highlandsđi.,NEU,2
cờ roi sừng im dying,NEU,2
katies vào nhận người quen thôi,NEU,2
freeze kem mây dâu tằm siu ngon.rcm mọi người mua nh,POS,2
vừa mua 5 ly mà không được túi này chán ghê,NEG,2
cục cưng đang đợi phúc long về phú quốc,POS,2
trang lýhóng quá ta,NEU,2
ốc hương ạ!về vn là về quê hương mà! đúng không 2?,NEU,2
dạo này thấy giới trẻ siêng đọc báo ngang vậy chèn,POS,2
trùm sỉ yến trang khu vực quảng ngãiib số đt và địa chỉ,NEU,2
"highlands bến tàu cao tốc bạch đằng công viên bến bạch đằng, số 10b tôn đức thắng, phường sài gòn, tp.hcm.",NEU,2
thanh bìnhe muốn đặt 1 trà sen vàng củ năng,NEU,2
tối nay mời em món này nhé ng đẹp,POS,2
tài xế chờ lại khóc thét,NEU,2
nổi da gà da vịt,NEU,2
phương linhthu hiềnđổi màu thui a,NEU,2
đổi ống hút và đồ múc topping đi sóp ơi,NEU,2
tao trốn học ra highland ngồi,NEU,2
ai bình thường tên phim đầu không đang xem hay ai mượn quản cáo v tr,NEU,2
mua ở đâu vậy e,NEU,2
hẹn gặp lại ở các minigame tiếp theo nha!,NEU,2
nhân viên nha,NEU,2
tui đã nhận kaka cưng nhoa,POS,2
bên cơ sở này mình mở cửa đến mấy h ạ?,NEU,2
"check, my repost",NEU,2
chị áo đen chăm chỉ quá nhật quyên,NEU,2
trần minh tuấn anh voi th pơ không tham gia vậy,NEU,2
áp dụng cho order mang đi hay tại quầy ạ?,NEU,2
trân châu dẻo dai dừa sấy giòn sựt sựt vị matcha thượng hạng lan toả có katies nào đã thưởng thức trân châu matcha dừa chưa ta,NEU,2
ly đẹp quá sốp ơi,POS,2
made in china,NEU,2
có thời hạn bán khum vậy sốp,NEU,2
nghiện highland chứ không chỉ là nghiện cafe,NEU,2
hoang khanh ngoc con đãi mẹ à,NEU,2
vân khánhtrang huyền có đi ôn lại kỉ niệm không,NEU,2
đồng giá 99k hả ad,NEU,2
chúc shop thành công,NEU,2
tên nhạc đi ad,NEU,2
lì nè meow meow sao mà mê dữ vậy tr oi,POS,2
điều kiện áp dụng,NEU,2
á à hoá ra là hái lèn chứ quê tui gọi hai lang không à,NEU,2
"katinat mang phong vị mùa hè mát rượi tới rồi đâyy, hẹn katies 11 04 ghé thưởng thức nha",POS,2
ly này có giữ nhiệt khong ad,NEU,2
tới ngày mấy v,NEU,2
chủ đồn điền tuyêt quá,NEU,2
highlands coffeetài khoản đã xác minhvớishopeefood vn,NEU,2
lì nè meow meow bắp bi dễ thưn quá vị,NEU,2
"đặt slot sớm, sẵn sàng đón khoảnh khắc tự hào tại katinat bến bạch đằng thôi katies ơi",NEU,2
giờ tìm báo giấy như là thách đố,NEU,2
nhắm mắt mua luôn,NEU,2
"không gian tối giản, nhiều ánh sáng tự nhiên, giúp một ngày trở nên năng suất hơn",NEU,2
ai pass vé không ạ,NEU,2
coa áp dụng toàn quốc không ạ,NEU,2
tao chặn luôn,NEU,2
thu hương9683 đi để trúng ô tô nào,NEU,2
"team chạy chương trình kế hoạch tệ nhen brand ơi, ngày 8 3 mà sold out từ trước đó thì nên xem lại",NEG,2
giảm 20 cho đơn từ 8 triệu.,NEU,2
sáng mai phải đi sớm mới được,NEU,2
chỉ áp dụng trước 10h thôi hả,NEU,2
"chị kia xinh quá tr , không biết có bồ chưa ta",POS,2
thi thi phải mà giờ còn là sinh viên thì chắc cũng chạy ào ra để thử rồi,NEU,2
sticker cho xin name nhạc,NEU,2
minh muốn mua bình nước,NEU,2
mách nhỏ là các mỹ nhân có thể xem bài viết trước đó của phúc long để có thêm gợi ý nhá,NEU,2
cảm nhận cá nhân là không thích bất cứ loại nước nào của sốp đã đánh giá khảo sát của chính sốp gửi mà còn thêm vtv đưa tin sốp về vụ tiền thuế. chê,NEG,2
vui lòng lưu ý các điều kiện áp dụng chi tiết trong hộ chiếu.,NEU,2
minh trangvừa xem giá tại cn 308k,NEU,2
chắc mai phải ghé quá à,NEU,2
vũ phương chithơ thế này cơ mà,NEU,2
khăn vòm lá bắp hiện đã có mặt tại toàn bộ hệ thống katinat và các gian hàng chính hãng của katinat trên shopee mall tiktok shop. sắm ngay cho boss một chiếc khăn thật xinh để cùng bắp bi rong chơi thật nổi bật nhé katies!,POS,2
đoàn mính ghé qua đây chưa ta,NEU,2
chời má hất hồn,NEU,2
trời nóng mà thấy mấy ly này là chịu không nổi,NEU,2
mình có thể lây màu nâu để làm đẹp hơn á. chứ làm màu này nó kêu nhái .,POS,2
tao cầu mong lấy được tiền lì xì của mẹ kết quả bả đập tao gần chết,NEU,2
"mình đang xây kênh, giúp mình 1 fl hoặc cmt bài mới nhất của mình nha huế",POS,2
hôm nay mood cần chút tươi ?,NEU,2
tối đi liền,NEU,2
khi nào có bao lì xì ad,NEU,2
mèo lỳ69k áp 2 mã còn 57k quá rẹ cho 2 ly,NEU,2
"phần tym tao rất khác biệt với tất cả avt and acc của mấy bro từng xem, tin tao đi",NEU,2
có free topping không vậy ad ạ?,NEU,2
t2 ta đi nhỉngoc anh,NEU,2
đăng khoahoài nam nhớ đón bà về nha ông nội,NEU,2
khuất đại nghĩa tiếc quá,NEU,2
huy tranminh anhđặng thư nhìn ngoại ai quá vậy 2 chị,NEU,2
phuc long coffee teaquán cà phêđặt hàng ngay,NEU,2
có giới hạn số lượng khum,NEU,2
