comment_id,brand,comment_text,like_count,create_time,platform,user_name,text_length,clean_text,clean_text_length,tokenized_text,token_count,sentiment_label,sentiment_score,source,topic_id
7540271470296597255,highlands,vị ấy ngon nhất á,2,2025-08-19 19:24:25,TikTok,mitt._.35,17,vị ấy ngon nhất á,17,vị ấy ngon nhất á,5,Positive,1.0,manual,1
7543154229105410834,highlands,Trà sữa mochi dở ẹc lại còn đắt nữa thà tiền đấy đi mua cốc matcha latte ngon hơn,0,2025-08-27 13:51:03,TikTok,vubaoan2908,81,trà_sữa mochi dở ẹc lại còn đắt nữa thà tiền đấy đi mua cốc matcha latte ngon hơn,81,trà_sữa mochi dở_ẹc lại còn đắt nữa thà tiền đấy đi mua_cốc matcha latte ngon hơn,16,Negative,1.0,manual,1
7538997939550929671,highlands,Đang uống luôn:))).,1,2025-08-16 09:02:34,TikTok,swh_.ofhazbinhotel_tr_0,19,đang uống luôn,14,đang uống luôn,3,Neutral,1.0,manual,2
7542318028475335442,highlands,Highland làm ơn đừng ra món mới đc không. Xin đấy!!!!!,0,2025-08-25 07:46:15,TikTok,taphoaglenda,54,highland làm ơn đừng ra món mới được không xin đấy,50,highland làm ơn đừng ra món mới được không xin đấy,11,Neutral,1.0,manual,0
7542181909067432712,highlands,HL OK nhầt mình hay uống,0,2025-08-24 22:57:54,TikTok,di8754623,24,highlands tốt nhầt mình hay uống,32,highlands tốt nhầt mình hay uống,6,Neutral,1.0,manual,2
7540985573856609042,highlands,các bác cho em hỏi là: trà sen vàng cốt trà có phải là của trà đào không hay cốt khác vậy ạ.,0,2025-08-21 17:35:34,TikTok,khanhngankem0311,92,các bác cho em hỏi là trà sen vàng cốt trà có phải là của trà đào không hay cốt khác vậy ạ,90,các bác cho em hỏi là trà_sen vàng cốt trà có phải là của trà đào không hay cốt khác vậy ạ,22,Neutral,1.0,manual,0
7543583928545575687,highlands,@miss mmc 🥰 hqua uống này thì đâu có đau ví,0,2025-08-28 17:38:31,TikTok,bo.nh.nguyn26,43,miss mmc hqua uống này thì đâu có đau ví,40,miss mmc hqua uống này thì đâu có đau ví,10,Neutral,1.0,manual,2
7543370683369702152,highlands,oder anh nhân viên này mang về được hông shop 😗,2,2025-08-28 03:51:14,TikTok,ngocgiau0505,47,oder anh nhân viên này mang về được hông shop,45,oder anh nhân_viên này mang về được hông shop,9,Neutral,1.0,manual,3
7544749928813675271,highlands,Thiệt hả e😂,0,2025-08-31 21:03:11,TikTok,mhieu2078,11,thiệt hả e,10,thiệt hả e,3,Neutral,1.0,manual,3
7548601704020214536,highlands,Highlands mãi đỉnh nha,0,2025-09-11 06:10:17,TikTok,gia.linh4733,22,highlands mãi đỉnh nha,22,highlands mãi đỉnh nha,4,Positive,1.0,manual,3
7544431973211095826,highlands,t bắt giày,0,2025-08-31 00:29:22,TikTok,cytar_lion.00,10,t bắt giày,10,t bắt giày,3,Neutral,1.0,manual,2
7544402862685569800,highlands,"bỏ ra cả 50-60 ngàn cho 1 ly nước mà phải tự mình phục vụ, chẹp :))",0,2025-08-30 22:36:21,TikTok,rylynh,67,bỏ ra cả ngàn cho ly nước mà phải tự mình phục vụ chẹp,54,bỏ ra cả ngàn cho ly nước mà phải tự mình phục_vụ chẹp,13,Neutral,1.0,manual,3
7543933606537839378,highlands,shop nào nv bên này bị hỏi bài có muốn đấm khách k( để e hỏi bài,0,2025-08-29 16:15:27,TikTok,ngben_e,64,shop nào nv bên này bị hỏi bài có muốn đấm khách k để e hỏi bài,63,shop nào nv bên này bị hỏi bài có muốn đấm khách k để e_hỏi bài,16,Neutral,1.0,manual,3
7543780777310700295,highlands,Hình như vòng tay k được đeo mà nhỉ,0,2025-08-29 06:22:25,TikTok,trinhtuan20030221,35,hình như vòng tay không được đeo mà nhỉ,39,hình_như vòng_tay không được đeo mà nhỉ,7,Neutral,1.0,manual,0
7564328646774588167,highlands,sao cf từ 29k giờ lên 35k.,3,2025-10-23 15:18:37,TikTok,hongthuy1996w,26,sao cf từ k giờ lên k,21,sao cf từ k giờ lên k,7,Neutral,1.0,manual,3
7565156266206610184,highlands,@🐟 hoài lum í,1,2025-10-25 20:50:11,TikTok,q_ieunn,13,hoài lum í,10,hoài lum í,3,Neutral,1.0,manual,2
7564777282884125462,highlands,Sống một cuộc đời mà bạn không cần phải hối tiếc.,0,2025-10-24 20:19:32,TikTok,barbarabailey3,49,sống một cuộc đời mà bạn không cần phải hối tiếc,48,sống một cuộc_đời mà bạn không cần phải hối_tiếc,9,Neutral,1.0,manual,0
7534549919261672193,highlands,bay ơi t thử r uống mà nhìn như nước mũi á ^^ còn trà thì đắng k đc ngọt cho lắm ai muốn uống ngọt thì bảo nv chỉnh lại,26,2025-08-04 09:21:57,TikTok,ngckcuaem,119,bay ơi t thử r uống mà nhìn như nước mũi á còn trà thì đắng không được ngọt cho lắm ai muốn uống ngọt thì bảo nv chỉnh lại,122,bay ơi t thử r uống mà nhìn như nước mũi á còn trà thì đắng không được ngọt cho lắm ai muốn uống ngọt thì bảo nv_chỉnh lại,29,Neutral,1.0,manual,2
7536519590797853447,highlands,Uống như nc mũi,0,2025-08-09 16:45:13,TikTok,hanhday265,15,uống như nc mũi,15,uống như nc mũi,4,Neutral,1.0,manual,2
7541485331955843848,highlands,Tôi chưa thử món này,0,2025-08-23 01:54:53,TikTok,wimicoffee.1,20,tôi chưa thử món này,20,tôi chưa thử món này,5,Neutral,1.0,manual,3
7535757172660896519,highlands,Cho e hỏi sao higlansss k có bánh socola tròn higlanss nữa vậy ạ…?😭😭😭😭,0,2025-08-07 15:26:44,TikTok,thuycutee02,70,cho e hỏi sao higlansss không có bánh socola tròn higlanss nữa vậy ạ,68,cho e hỏi sao higlansss không có bánh_socola tròn higlanss nữa vậy ạ,13,Neutral,1.0,manual,0
7534762162964792072,highlands,trung thành freeze😌,0,2025-08-04 23:05:31,TikTok,nkhanhh11102609,19,trung thành freeze,18,trung_thành freeze,2,Neutral,1.0,manual,2
7534410384158245650,highlands,mình dừng lại ở hai vị là được r mà 😭😭,0,2025-08-04 00:20:27,TikTok,nqa.nh_,38,mình dừng lại ở hai vị là được r mà,35,mình dừng lại ở hai vị là được r mà,10,Neutral,1.0,manual,2
7537382361973998354,highlands,@sùng a ngoc vô làm ly nựa kìa,0,2025-08-12 00:33:11,TikTok,baongoc_172010,30,sùng a ngoc vô làm ly nựa kìa,29,sùng a_ngoc vô làm ly_nựa kìa,6,Neutral,1.0,manual,3
7537020201511994120,highlands,Mọi người kêu không ngon nma mình thấy ngon nha. Bảo nhân viên thêm ngọt (với mình thì là vừa ko bị ngọt quá đâu) và bỏ mochi riêng thì thấy okela lắm uống giống matcha latte mà phiên bản cao cấp hơn ấy. Mochi ăn riêng thì thấy giống bột sắn nấu mà kiểu đặc hơn á,0,2025-08-11 01:07:55,TikTok,d.nh25,263,mọi người kêu không ngon nma mình thấy ngon nha bảo nhân viên thêm ngọt với mình thì là vừa không bị ngọt quá đâu và bỏ mochi riêng thì thấy tốt lắm uống giống matcha latte mà phiên bản cao cấp hơn ấy mochi ăn riêng thì thấy giống bột sắn nấu mà kiểu đặc hơn á,260,mọi người kêu không ngon_nma mình thấy ngon_nha bảo nhân_viên thêm ngọt với mình thì là vừa không bị ngọt quá đâu và bỏ mochi riêng thì thấy tốt lắm uống giống matcha latte mà phiên_bản cao_cấp hơn ấy mochi ăn riêng thì thấy giống bột sắn nấu mà kiểu đặc hơn á,53,Neutral,1.0,manual,2
7538808340278035221,highlands,"uống có vị gạo,matcha uống như bỏ bột vô nc sôi r bỏ vô cốc,uống chát chát tởm tởm (ykr)",0,2025-08-15 20:46:44,TikTok,_babi.autumn_,88,uống có vị gạo matcha uống như bỏ bột vô nc sôi r bỏ vô cốc uống chát chát tởm tởm ykr,86,uống có vị gạo matcha uống như bỏ bột vô_nc sôi_r bỏ vô_cốc uống chát_chát tởm tởm ykr,18,Neutral,1.0,manual,2
7535830612960690952,highlands,t thấy ngon mà s nhiều ng chê v🥲,0,2025-08-07 20:11:40,TikTok,xam._.nhat,32,t thấy ngon mà s nhiều ng chê v,31,t thấy ngon mà s nhiều ng chê v,9,Neutral,1.0,manual,1
7536779502845887252,highlands,dỡ nha oder matcha đá xay đem ra ly mochi cug bấm bụng uống ((= tanh mà nhớt nx,0,2025-08-10 09:33:54,TikTok,mauoilami,79,dỡ nha oder matcha đá xay đem ra ly mochi cug bấm bụng uống tanh mà nhớt nx,75,dỡ nha oder matcha đá xay đem ra ly_mochi cug bấm_bụng uống_tanh mà nhớt nx,15,Neutral,1.0,manual,2
7564406727434437392,katinat,ê í là đang hay 🤨😤,23,2025-10-23 20:21:36,TikTok,nguyn.nh214,18,ê í là đang hay,15,ê_í là đang hay,4,Neutral,1.0,manual,3
7575596598223307537,katinat,ý là tao đâu phải bò đâu má sao dắt tao jk dòng dòng dj mé,3,2025-11-23 00:04:00,TikTok,nguyen.trang776,58,ý là tao đâu phải bò đâu má sao dắt tao jk dòng dòng dj mé,58,ý là tao đâu phải bò đâu má sao dắt tao jk dòng dòng dj mé,16,Neutral,1.0,manual,3
7598574257032069906,katinat,cái jz shop dng hay mà,1,2026-01-23 22:09:07,TikTok,emhanjetmiennam,22,cái jz shop dng hay mà,22,cái jz shop dng hay mà,6,Neutral,1.0,manual,3
7576701955528721170,katinat,phim hay quá đi à,1,2025-11-25 23:33:25,TikTok,thunguyen50285,17,phim hay quá đi à,17,phim hay quá đi à,5,Positive,1.0,manual,3
7599499043467166484,katinat,"bữa tui chặn tiệm bánh lốp, giờ tới k 😅",1,2026-01-26 09:57:48,TikTok,phalor98,39,bữa tui chặn tiệm bánh lốp giờ tới không,40,bữa tui chặn tiệm bánh_lốp giờ tới không,8,Neutral,1.0,manual,0
7621357720269652744,katinat,tr oii quên đọc tên,0,2026-03-26 07:40:43,TikTok,supersentai024,19,tr oii quên đọc tên,19,tr oii quên đọc tên,5,Neutral,1.0,manual,3
7572447460337976084,katinat,dang hay ma 🤨🤨🤨🫡,0,2025-11-14 12:23:44,TikTok,user686720235,16,dang hay ma,11,dang hay ma,3,Neutral,1.0,manual,3
7623056516514087688,katinat,chời má hất hồn,0,2026-03-30 21:32:42,TikTok,user5624596578316,15,chời má hất hồn,15,chời má hất_hồn,3,Neutral,1.0,manual,3
7573673922732180225,katinat,dẫn chuyện thứ hai ko ai dám chủ nhật 😂😂,1,2025-11-17 19:43:08,TikTok,tyoanh217,40,dẫn chuyện thứ hai không ai dám chủ nhật,40,dẫn chuyện thứ hai không ai dám chủ_nhật,8,Neutral,1.0,manual,0
7573336336109191943,katinat,cái gì vậy trời đang coi mà,1,2025-11-16 21:53:03,TikTok,nhtvy.n,27,cái gì vậy trời đang coi mà,27,cái gì vậy trời đang coi mà,7,Neutral,1.0,manual,3
7623077707325342482,katinat,ai bt tên phim đầu ko ^^ đang xem hay ai mượn quản cáo v tr,0,2026-03-30 22:54:57,TikTok,anhthuu3151,59,ai bt tên phim đầu không đang xem hay ai mượn quản cáo v tr,59,ai bt tên phim đầu không đang xem hay ai mượn quản_cáo v tr,14,Neutral,1.0,manual,0
7593001767055950610,katinat,Bấm quẻ sẽ ở Long Xuyên 😁😁,2,2026-01-08 21:44:56,TikTok,longxuyen96,26,bấm quẻ sẽ ở long xuyên,23,bấm quẻ sẽ ở long xuyên,6,Neutral,1.0,manual,3
7610405634635301639,katinat,có phải cây thốt nốt không em 🥰🥰🥰,0,2026-02-24 19:20:53,TikTok,ng.vnh.phc7,33,có phải cây thốt nốt không em,29,có phải cây thốt nốt không em,7,Neutral,1.0,manual,0
7596191126873981716,katinat,Tri tôn đi ạ chấn động tam giới lun,0,2026-01-17 12:01:22,TikTok,phuonglynh2022,35,tri tôn đi ạ chấn động tam giới lun,35,tri tôn đi ạ chấn_động tam_giới lun,7,Neutral,1.0,manual,3
7611132106114761480,katinat,cãnh đep quá,0,2026-02-26 18:22:41,TikTok,lkiuhnh3,12,cãnh đep quá,12,cãnh đep quá,3,Neutral,1.0,manual,0
7611142194149507860,katinat,tuyệt vời lắm 🥰🥰🥰,0,2026-02-26 18:59:07,TikTok,mijikj273,17,tuyệt vời lắm,13,tuyệt_vời lắm,2,Neutral,1.0,manual,1
7611196562199118613,katinat,tuyệt vời nhất rồi,0,2026-02-26 22:30:06,TikTok,vo.von19,18,tuyệt vời nhất rồi,18,tuyệt_vời nhất rồi,3,Positive,1.0,manual,1
7592990624061621010,katinat,❎ trà sữa chôm chôm ✅ trà sữa thốt nốt 🤡,0,2026-01-08 21:01:43,TikTok,y.linh_0411,40,trà_sữa chôm chôm trà_sữa thốt nốt,34,trà_sữa chôm chôm trà_sữa thốt nốt,6,Neutral,1.0,manual,0
7631489185648640785,katinat,clip này phải viral chi tui🥰,0,2026-04-22 14:56:05,TikTok,t.hanguynngoc,28,clip này phải viral chi tui,27,clip này phải viral chi tui,6,Neutral,1.0,manual,3
7592481188783620885,katinat,coa áp dụng toàn quốc k ạ,6,2026-01-07 12:04:55,TikTok,anhminhdthh,25,coa áp dụng toàn quốc không ạ,29,coa áp_dụng toàn_quốc không ạ,5,Neutral,1.0,manual,0
7592570990962901768,katinat,mua ngồi tại quán có upsize k ạ,1,2026-01-07 17:53:19,TikTok,ghet_em_di,31,mua ngồi tại quán có upsize không ạ,35,mua ngồi tại quán có upsize không ạ,8,Neutral,1.0,manual,3
7554967498010690322,katinat,cảnh bình yên quá,0,2025-09-28 09:52:33,TikTok,b.go1901,17,cảnh bình yên quá,17,cảnh bình_yên quá,3,Neutral,1.0,manual,3
7563612121130713874,katinat,chia tui với,0,2025-10-21 16:58:09,TikTok,nguyen.mai446,12,chia tui với,12,chia tui với,3,Neutral,1.0,manual,0
7554919029840872199,katinat,nam mô a di đà Phật,0,2025-09-28 06:44:35,TikTok,phanmai083,19,nam mô a di đà phật,19,nam mô_a di_đà phật,4,Neutral,1.0,manual,3
7554371502674625288,katinat,cảnh quá tuyệt vời ❤️❤️❤️❤️❤️❤️❤️❤️❤,0,2025-09-26 19:21:20,TikTok,giahao61,36,cảnh quá tuyệt vời,18,cảnh quá tuyệt_vời,3,Neutral,1.0,manual,3
7541346492771926802,katinat,à không có 🙂‍↕️,0,2025-08-22 16:56:07,TikTok,atihd78,15,à không có,10,à không có,3,Neutral,1.0,manual,0
7553086712298488594,katinat,cảnh đẹp nhat hay hay tuyệt với chức bạn thành công trong việc nhiều sức khỏe 😅😅,0,2025-09-23 08:14:14,TikTok,bnht1212,80,cảnh đẹp nhat hay hay tuyệt với chức bạn thành công trong việc nhiều sức khỏe,77,cảnh đẹp_nhat hay hay tuyệt với chức bạn thành_công trong việc nhiều sức khỏe,14,Neutral,1.0,manual,3
7555049177219171073,katinat,ngon quá bạn ơi,0,2025-09-28 15:09:29,TikTok,bung.b4133,15,ngon quá bạn ơi,15,ngon quá bạn ơi,4,Positive,1.0,manual,1
7621561442387739410,katinat,"Foam matcha hơi bột sữa ngô cũng bột nên tổng thể bị bột x2. Mùi sữa ngô át đi tất cả mọi thứ nên không quá thích ngô hoặc kỳ vọng vị matcha thì sẽ hơi hụt hẫng. Trân châu ngô khá ấn tượng, vừa dẻo lại vừa giòn (hạt ngô) nhưng mà quấy 1 lúc thì bột đi đằng bột ngô đi đằng ngô mất 🥺",0,2026-03-26 20:51:08,TikTok,30227764513,282,foam matcha hơi bột sữa ngô cũng bột nên tổng thể bị bột x mùi sữa ngô át đi tất cả mọi thứ nên không quá thích ngô hoặc kỳ vọng vị matcha thì sẽ hơi hụt hẫng trân châu ngô khá ấn tượng vừa dẻo lại vừa giòn hạt ngô nhưng mà quấy lúc thì bột đi đằng bột ngô đi đằng ngô mất,272,foam matcha hơi bột sữa ngô cũng bột nên tổng_thể bị bột x mùi sữa ngô át đi tất_cả mọi thứ nên không quá thích ngô hoặc kỳ_vọng vị matcha thì sẽ hơi hụt_hẫng trân châu_ngô khá ấn_tượng vừa dẻo lại vừa giòn hạt ngô nhưng_mà quấy lúc thì bột đi đằng bột ngô đi đằng ngô mất,58,Neutral,1.0,manual,0
7621744711631569684,katinat,"Ê gu tui t thích kiểu lớp foam matcha đắng zị á, cái trân châu bắp cx ngon chắc tại t thích ăn bắp",2,2026-03-27 08:42:23,TikTok,hini14706,98,ê gu tui t thích kiểu lớp foam matcha đắng zị á cái trân châu bắp cx ngon chắc tại t thích ăn bắp,97,ê_gu tui t thích kiểu lớp foam matcha đắng zị á_cái trân châu_bắp cx ngon chắc tại t thích ăn bắp,21,Neutral,1.0,manual,1
7623269977772557076,katinat,Ly vậy nhiên cá ta,0,2026-03-31 11:21:11,TikTok,my00704,18,ly vậy nhiên cá ta,18,ly vậy_nhiên cá ta,4,Neutral,1.0,manual,3
7623069085651501832,katinat,[Sticker] cho xin name nhạc,0,2026-03-30 22:21:28,TikTok,con.rui.xanh,27,sticker cho xin name nhạc,25,sticker cho xin name nhạc,5,Neutral,1.0,manual,3
7621747258903790344,katinat,"Món này đúng gu tui, thơm sữa bắp, đậm vị matcha",0,2026-03-27 08:52:11,TikTok,quinntham,48,món này đúng gu tui thơm sữa bắp đậm vị matcha,46,món này đúng gu tui thơm sữa bắp đậm_vị matcha,10,Positive,1.0,manual,3
7621506206222451464,katinat,"Nhìn ngon dị,",0,2026-03-26 17:16:49,TikTok,apoloxop,13,nhìn ngon dị,12,nhìn ngon_dị,2,Positive,1.0,manual,1
7621606351681504007,katinat,"Mình có món khác bắp pi ko ad, chứ cũng muốn thử món mới nhưng dị ứng matcha :((",0,2026-03-26 23:45:23,TikTok,bupmangcut21,80,mình có món khác bắp pi không ad chứ cũng muốn thử món mới nhưng dị ứng matcha,78,mình có món khác bắp_pi không ad chứ cũng muốn thử món mới nhưng dị_ứng matcha,16,Neutral,1.0,manual,3
7621472706396324628,katinat,ngon,0,2026-03-26 15:06:51,TikTok,fine16032022,4,ngon,4,ngon,1,Positive,1.0,manual,1
7621550117774803732,katinat,"uống nó lạ , mà beo béo nha",0,2026-03-26 20:07:12,TikTok,huynhtram_93,27,uống nó lạ mà beo béo nha,25,uống nó lạ mà beo béo nha,7,Positive,1.0,manual,2
7623023324595487495,katinat,Lạt lơ lớ mùi bắp không nghe được mùi matcha,0,2026-03-30 19:23:55,TikTok,tannguyen123_0,44,lạt lơ lớ mùi bắp không nghe được mùi matcha,44,lạt lơ_lớ mùi bắp không nghe được mùi matcha,9,Neutral,1.0,manual,0
7621937574055871239,katinat,@Queen mùa bơ của m tới kìa,0,2026-03-27 21:10:39,TikTok,trangdinh0411,27,queen mùa bơ của m tới kìa,26,queen mùa bơ của m tới kìa,7,Neutral,1.0,manual,3
7621557210427228936,katinat,@Thuyhang86 êh bữa nào thử đi,0,2026-03-26 20:34:46,TikTok,imsimpleandy,29,thuyhang êh bữa nào thử đi,26,thuyhang êh bữa nào thử đi,6,Neutral,1.0,manual,3
7573933364542456594,katinat,katinat đầu tư thật đó 🥳,4,2025-11-18 12:29:50,TikTok,apoloxop,24,katinat đầu tư thật đó,22,katinat đầu_tư thật đó,4,Neutral,1.0,manual,0
7582229578673013521,katinat,nam mô a di đà phật,1,2025-12-10 21:03:21,TikTok,dinhhoan1232,19,nam mô a di đà phật,19,nam mô_a di_đà phật,4,Neutral,1.0,manual,3
7582386446410007297,katinat,nam mô a Di Đà Phật,1,2025-12-11 07:12:28,TikTok,huongle291972,19,nam mô a di đà phật,19,nam mô_a di_đà phật,4,Neutral,1.0,manual,3
7585466245606114066,katinat,Nam Mô A Di Đà Phật,0,2025-12-19 14:27:16,TikTok,nguyenanna17090,19,nam mô a di đà phật,19,nam mô_a di_đà phật,4,Neutral,1.0,manual,3
7583263203871834888,katinat,Nam mô a di đà phật,0,2025-12-13 15:54:23,TikTok,tranlien889,19,nam mô a di đà phật,19,nam mô_a di_đà phật,4,Neutral,1.0,manual,3
7586502157101220625,katinat,Nam mô a Di Đà Phật,0,2025-12-22 09:23:09,TikTok,nguynkim480,19,nam mô a di đà phật,19,nam mô_a di_đà phật,4,Neutral,1.0,manual,3
7586846159914976021,katinat,Nam mô a di,0,2025-12-23 07:38:13,TikTok,tuyetanh7453,11,nam mô a di,11,nam mô_a di,3,Neutral,1.0,manual,1
7599609240277811986,katinat,alo sốp oi:))),0,2026-01-26 17:05:21,TikTok,nqtrangcute,14,alo sốp oi,10,alo sốp oi,3,Neutral,1.0,manual,3
7600069741235864328,katinat,chợt phát hiện bản thân lớn tuổi hơn Katinat😂( joke thoaiiii),2,2026-01-27 22:52:17,TikTok,nhamnhinho4,61,chợt phát hiện bản thân lớn tuổi hơn katinat joke thoaiiii,58,chợt phát_hiện bản_thân lớn_tuổi hơn katinat joke thoaiiii,8,Neutral,1.0,manual,0
7627881383785169681,katinat,dừa Bến Tre??? Chắc t tin 😏,4,2026-04-12 21:35:44,TikTok,tobiejames67890,27,dừa bến tre chắc t tin,22,dừa bến tre chắc t tin,6,Neutral,1.0,manual,3
7630700751006040852,katinat,cánh đồng bắp đẹp quá,0,2026-04-20 11:56:22,TikTok,user0dhd6ut3bv,21,cánh đồng bắp đẹp quá,21,cánh đồng bắp đẹp quá,5,Positive,1.0,manual,3
7630717538909520658,katinat,bắp ngon quá,0,2026-04-20 13:01:27,TikTok,nguyenhoangduygmail.com,12,bắp ngon quá,12,bắp ngon quá,3,Positive,1.0,manual,1
7628492925479928594,katinat,bắp ngon quá que huong yen binh🥰🥰🥰🥰🥰🥰,0,2026-04-14 13:08:51,TikTok,diu.nguyen419,37,bắp ngon quá que huong yen binh,31,bắp ngon quá que huong yen_binh,6,Neutral,1.0,manual,1
7617809120507593492,katinat,@Chô lì nè meow meow bắp-bi dễ thưn quá vị,1,2026-03-16 18:10:24,TikTok,damtonhu,42,chô lì nè meow meow bắp bi dễ thưn quá vị,41,chô lì nè meow meow bắp_bi dễ thưn quá vị,10,Neutral,1.0,manual,2
7593217906563367700,katinat,mở ở long xuyên đi Katinat oiii😭😭😭,1,2026-01-09 11:43:51,TikTok,thuyuyenishere01,34,mở ở long xuyên đi katinat oiii,31,mở ở long xuyên đi katinat oiii,7,Neutral,1.0,manual,3
7593531395721659157,katinat,Thật ấm áp và sáng toả,0,2026-01-10 08:00:18,TikTok,tran8256,22,thật ấm áp và sáng toả,22,thật ấm_áp và sáng tỏa,5,Neutral,1.0,manual,3
7621955731592626945,katinat,"nước của quán uống ngon, mà quán còn tinh tế vãi, mõi lần ship ik là để hẳng thêm cái khây cho để ko bị đổ",4,2026-03-27 22:21:15,TikTok,vyvyx946,106,nước của quán uống ngon mà quán còn tinh tế vãi mõi lần ship ik là để hẳng thêm cái khây cho để không bị đổ,107,nước của quán uống ngon mà quán còn tinh_tế vãi mõi lần ship ik là để hẳng thêm cái khây cho để không bị đổ,25,Neutral,1.0,manual,2
7630750938647462673,katinat,FL mình nha,0,2026-04-20 15:11:07,TikTok,adu_iemanhduong,11,fl mình nha,11,fl mình nha,3,Neutral,1.0,manual,3
7630729928245379848,katinat,Ngon quá dị,0,2026-04-20 13:49:34,TikTok,chonggiatruong1,11,ngon quá dị,11,ngon quá dị,3,Positive,1.0,manual,1
7539930969278677778,katinat,Túi giá bn v ạ,1,2025-08-18 21:23:09,TikTok,khanhphaminin,14,túi giá bn v ạ,14,túi giá bn v ạ,5,Neutral,1.0,manual,3
7539918455668359943,katinat,@Chô lì nè meow meow sao mà mê dữ z tr oiiii ❤️,1,2025-08-18 20:34:33,TikTok,damtonhu,47,chô lì nè meow meow sao mà mê dữ vậy tr oiiii,45,chô lì nè meow meow_sao mà mê_dữ vậy tr oiiii,10,Neutral,1.0,manual,1
7540559729212031762,katinat,@Đào Ngân ~Tối nay làm ly đi nhận quà 😂,1,2025-08-20 14:03:02,TikTok,thinhbui7699,39,đào ngân tối nay làm ly đi nhận quà,35,đào ngân_tối nay làm ly đi nhận quà,8,Neutral,1.0,manual,3
7540525498250986257,katinat,Vi giá bao nhiêu em?,0,2025-08-20 11:50:15,TikTok,quyn.trng56,20,vi giá bao nhiêu em,19,vi_giá bao_nhiêu em,3,Neutral,1.0,manual,3
7539030844536996626,katinat,Làm s để được cái quạt v,2,2025-08-16 11:10:13,TikTok,quinne1906,24,làm s để được cái quạt v,24,làm s để được cái quạt v,7,Neutral,1.0,manual,3
7539148232578220807,katinat,Nhìn thèm quá,1,2025-08-16 18:45:46,TikTok,tadaday,13,nhìn thèm quá,13,nhìn thèm quá,3,Positive,1.0,manual,1
7577724537271288594,katinat,Katinat ở cát bà ngon lắm lun,0,2025-11-28 17:41:33,TikTok,barelilacabuchina,29,katinat ở cát bà ngon lắm lun,29,katinat ở cát bà ngon lắm lun,7,Neutral,1.0,manual,1
7596594417696932615,katinat,Tiệm mở ở tây ninh đi ạ,0,2026-01-18 14:06:19,TikTok,b.nguyn1462,23,tiệm mở ở tây ninh đi ạ,23,tiệm mở ở tây_ninh đi ạ,6,Neutral,1.0,manual,3
7602217086781522695,phuc_long,Co ai xem xong ma thich nhu minh khong,1,2026-02-02 17:45:06,TikTok,user1665622069813,38,co ai xem xong ma thich nhu minh khong,38,co ai xem xong ma thich nhu_minh khong,8,Neutral,1.0,manual,2
7634132994244231956,phuc_long,Chắc mai phải ghé quá à😇😇😇,0,2026-04-29 17:55:12,TikTok,diemtnn,26,chắc mai phải ghé quá à,23,chắc mai phải ghé quá à,6,Neutral,1.0,manual,3
7593349452664980245,phuc_long,mâm quả của bà cứ ngộ ngộ :)))) cầu quýt dừa đủ xoài hả :)),1,2026-01-09 20:14:08,TikTok,kamnao6969,59,mâm quả của bà cứ ngộ ngộ cầu quýt dừa đủ xoài hả,49,mâm quả của bà cứ ngộ_ngộ cầu quýt dừa đủ xoài hả,12,Neutral,1.0,manual,3
7594766931115606805,phuc_long,Puka nay lạ quá,1,2026-01-13 15:54:45,TikTok,phongvan3689,15,puka nay lạ quá,15,puka nay lạ quá,4,Neutral,1.0,manual,3
7637937473217200904,phuc_long,"Tui khoái nhất trà đào á, ban đầu hơi đắng nhẹ với chát. Nhg lúc sau ngon bá cháy🥰🥰",0,2026-05-09 23:58:24,TikTok,away_vi,83,tui khoái nhất trà đào á ban đầu hơi đắng nhẹ với chát nhg lúc sau ngon bá cháy,79,tui khoái nhất trà đào á ban_đầu hơi đắng nhẹ với chát nhg lúc sau ngon_bá cháy,17,Neutral,1.0,manual,2
7637712186186466068,phuc_long,"Cái phần bốc ra là của cái vỏ bọc ly, không có cái niêm phong. Còn lâu mới trúng dc với mấy bạn nhân viên",1,2026-05-09 09:24:27,TikTok,conallocnguyen,105,cái phần bốc ra là của cái vỏ bọc ly không có cái niêm phong còn lâu mới trúng được với mấy bạn nhân viên,105,cái phần bốc ra là của cái vỏ bọc_ly không có cái niêm_phong còn lâu mới trúng được với mấy bạn nhân_viên,22,Neutral,1.0,manual,0
7602659057618944776,phuc_long,"Đã giao thiếu còn bắt khách chứng minh, CSKH kiểu gì vậy PL",4,2026-02-03 22:20:10,TikTok,helenkim291,59,đã giao thiếu còn bắt khách chứng minh cskh kiểu gì vậy phúc_long,65,đã giao thiếu còn bắt khách chứng_minh cskh kiểu gì vậy phúc_long,12,Neutral,1.0,manual,3
7602618353790599957,phuc_long,Có 15 cũng bị phốt,2,2026-02-03 19:42:16,TikTok,vanhoangbds86,18,có cũng bị phốt,15,có cũng bị phốt,4,Neutral,1.0,manual,0
7633090648372232980,phuc_long,Đổi ống hút và đồ múc topping đi sóp ơi…,0,2026-04-26 22:30:25,TikTok,la.na1921,40,đổi ống hút và đồ múc topping đi sóp ơi,39,đổi ống_hút và đồ múc topping đi sóp ơi,9,Neutral,1.0,manual,3
7639015656214741777,phuc_long,+1 độ đẹp -1 môi trường,1,2026-05-12 21:42:40,TikTok,chanhsmp,23,độ đẹp môi trường,17,độ đẹp môi_trường,3,Neutral,1.0,manual,3
